Gene name,NBs,GMCs,Hey,Secondary neurons (low Imp),Secondary neurons (high Imp),Secondary motor neurons,Motor neurons,Interneurons,Glia precursors,Midline glia,Subperineurial glia,Cortex glia 1,Cortex glia 2,Astrocytes,Ensheathing glia,Trachea,Twi+,Unannotated
Snr1,32.65945272,8.174304313,9.961706925,500.0110381,198.1330742,7.609496685,36.91993604,11.88720828,1.481888237,1.75222448,1.608727897,1.343265587,12.49852142,3.123162595,30.6219977,25.8465809,11.35793919,1.538526321
Hcs,1.110610219,1.08858619,1.151506363,1.048113134,1.075175942,1.062989827,1.148067929,1.418264357,1.030090867,1.060818355,1.033726768,1.059973749,1.107905243,1.038045084,1.066431491,1.074008583,1.032345062,1.03253896
ksr,1.192503895,1.080674545,1.149808409,1.085711119,1.082997595,1.032764911,1.279290591,1.219725156,1.013931426,1.029960366,1.022359982,1.027553362,1.141804165,1.051045753,1.152000093,1.089455015,1.065736327,1.03253896
CG31550,2.192436099,1.505200372,1.755595692,2.120950888,1.673033827,1.352607223,2.214209963,2.382301944,1.069509261,1.343399333,1.193522834,1.145570766,1.74115605,1.23563981,1.927153025,2.005975301,1.465205761,1.072361812
NKCC,1.022559058,1.004652653,1.061741932,1,1.009711428,1.003399405,1.038024145,1.265425034,1.007937205,1,3.459518093,1.007796118,1.006045913,1.006242607,1.012946696,1.007165348,1,1.00583894
Nmdar1,1.781767398,1.117106197,2.596455764,1.023773966,1,1.010232923,1.69881414,4.41944173,1.011929402,1,1.016723545,1.007796118,1.018247619,1.044525192,1.039345109,1.077849537,1,1.035549039
Itp-r83A,1.159185446,1.028697316,1.366489361,1.085711119,1,1,1.19172223,1.402700191,1.044441501,1.266380173,1.059766249,1.01171694,1.018247619,1.044525192,1.052801194,1.311684714,1.077105056,1.011711974
CG43845,1.053219725,1.011113354,1.08326493,1,1,1,1.034157557,1.100356837,1,1,1,1.003890491,1,1.006242607,1,1.003576279,1,1.00583894
CG2519,3.939524752,1.865551893,3.834391808,1.562706977,1.586425665,1.562463478,3.733560358,4.354894474,1.143850058,1.75222448,1.210133081,1.190927514,1.609927366,1.251115191,1.3971769,1.359356391,1.262939331,1.222450698
mia,1.105932765,1.014471382,1.219719405,1.073030941,1.014602452,1.008520193,1.126844158,1.260779033,1.01593741,1.092600861,1.039457465,1.015653016,1.101247199,1.125515166,1.122740346,1.113042193,1.02144877,1.002915221
Pcmt,5.555172699,2.902052023,5.884024094,20.23589648,1.820668381,1.876710136,16.55010099,96.03468474,1.752979446,2.497099786,3.37451439,2.174042992,13.93089624,5.468117495,13.971769,41.85096018,19.93146267,1.291967474
Snm1,1.087419114,1.043814689,1.11308039,1.165001624,1.026933916,1.029266018,1.118464918,1.137392979,1.026027021,1.029960366,1.011118184,1.007796118,1.062130819,1.038045084,1.122740346,1.058781152,1.077105056,1.02953763
Pi4KIIalpha,1.224563039,1.112916326,1.368507293,1.325711366,1.098812016,1.083016878,1.298530599,1.704627117,1.106055256,1.383648068,1.141886791,1.407336581,1.212745393,1.243353424,1.212827073,1.178468096,1.147909986,1.026545025
CG14671,2.61764319,1.520919306,2.159102515,4.393970561,2.369226086,1.423243774,3.761531194,5.350994503,1.270172369,1.557068405,1.526417967,1.637439495,2.024336578,1.783821325,2.081784421,1.84126492,1.561523006,1.113720549
CG12746,1.338858707,1.135027123,1.392545133,1.178768635,1.207387845,1.105295141,1.594384974,4.670131113,1.065289904,1.266380173,1.233776502,1.097670962,1.220077546,1.22797405,1.3101422,1.199692013,1.111944086,1.035549039
CG2931,2.605047572,5.086761714,2.030548805,41.43305331,9.597576776,3.132902951,2.024514575,1.896510588,1.180600613,1.266380173,1.27891811,1.228502526,2.048888499,1.517333621,4.333826376,2.139107243,1.465205761,1.38142941
Rheb,20.64153922,4.176496618,15.5735122,8.787747121,4.041157447,2.470462052,40.68181534,112.0781018,2.009112667,3.16227766,2.780850689,3.788042473,7.3979254,4.005923973,6.457372888,4.742081265,3.460752226,1.353565076
CRMP,31.8812218,3.922374045,23.03939981,1.111522779,1.04192967,1.178911512,59.30558907,1762.001971,1.185276687,1.125335583,1.101581939,1.689102429,1.393089624,1.161087274,1.260545886,1.378906706,1.160155302,1.262227972
CG2926,6.132544999,2.831089099,3.428618785,5.118982837,5.400375079,2.739872084,6.295461215,3.842948255,1.162080066,1.383648068,1.203461421,1.233282005,2.769544687,1.470847232,3.142003785,2.960178019,1.699866231,1.38142941
rev7,1.128157488,1.0482077,1.188098922,1.165001624,1.024455691,1.015388586,1.156668947,1.649120522,1.044441501,1.060818355,1.048113134,1.068237429,1.212745393,1.084264241,1.066431491,1.058781152,1.077105056,1.002915221
noi,1.989616213,1.453860707,1.546359381,5.240681363,3.251375706,1.575775969,1.935851151,2.141267506,1.080130911,1.060818355,1.164196825,1.097670962,1.689463024,1.29065691,2.081784421,1.942549494,1.717999533,1.100827683
Vha26,48.91561288,4.503468055,4579.902059,15.26417967,1.94810227,2.164205281,73.63747113,210999365.9,5.16778838,45.06570338,86.37231298,17.28916545,16.69218114,15.84893192,15.09283936,22.16850643,7.273629109,1.426379687
kra,1231226.019,873.4737944,2953875.639,268269.5795,14826.50624,159.731228,4367113.603,164306578.5,14.52886738,464.1588834,297.1592104,109.3417032,67583.85057,3671.680347,283474.4795,12977119.22,173632.6272,4.044145773
CG1427,2.870604038,1.82517133,2.264169822,1.439339571,1.333118746,1.343457783,3.264196818,3.871323153,1.137087778,1.467799268,1.173891211,1.223741571,1.581076485,1.29065691,1.630386245,1.861090284,1.303789182,1.133343525
asl,1.395732863,1.201637429,1.182850936,2.500110383,2.57207315,1.238374154,1.436191386,1.188720828,1.019961293,1.060818355,1.104631153,1.015653016,1.524916534,1.175628945,1.630386245,1.398738195,1.496632622,1.056866732
Rga,8.02463416,3.563578579,6.892468274,11.11522779,14.75503313,3.263119766,9.143281839,11.71359208,1.250246675,1.511775071,1.488912403,1.509218458,3.524685881,1.958357123,7.065810913,4.352709566,2.239909206,1.353565076
CR46135,1.051316397,1.021672496,1.032996735,1.035872068,1.019517168,1.01711298,1.110147986,1.104411679,1.005947017,1.029960366,1.008327102,1.003890491,1.024403855,1.006242607,1.039345109,1.010767252,1.02144877,1
Atu,3.20160609,1.898414715,2.294440234,10.98541142,6.064446732,2.001705338,3.678241114,3.663513224,1.182936339,1.193776642,1.3742167,1.218999065,2.367802909,1.517333621,3.666450365,3.641164586,2.544075256,1.20829913
Spec2,1.309321644,1.194751342,1.221520598,1.757510625,1.586425665,1.281121361,1.479715701,3.093252235,1.075869651,1.125335583,1.271867227,1.110532307,1.155652399,1.139611326,1.27686579,1.182682626,1.065736327,1.053794688
CG2911,1.086763675,1.077811861,1.137656832,1.357228783,1.541089679,1.203162382,1.246303995,1.828019527,1.038266909,1.029960366,1.14504757,1.068237429,1.141804165,1.097843767,1.228529176,1.182682626,1.077105056,1.020585885
RpL13A,7.55055E+30,4.22385E+14,1.68653E+24,2.38534E+70,5.97717E+35,6.60985E+19,5.82092E+50,6.17639E+45,276732448.6,7.66682E+16,5.78502E+21,3.54607E+16,1.15565E+34,2.52757E+29,2.69257E+56,6.46923E+68,5.34701E+60,225934.3692
CG31551,1.010302499,1.006208343,1.021778065,1.023773966,1.019517168,1.001698261,1.057575017,1.033658301,1,1,1.002768032,1.003890491,1,1,1.039345109,1.007165348,1.010667487,1.00583894
CG31549,1.941035671,1.32408571,1.772777338,3.088843596,1.207387845,1.21547425,3.06354076,5.234194301,2.320947068,9.709111469,3.625966351,2.322394098,2.736357112,5.074641951,1.902521656,2.538932546,3.11234375,1.084921286
CG12171,1.700938698,1.2905667,1.993143556,3.314424749,1.230952637,1.371093461,3.530303096,7.315049216,2.191656724,12.29542627,4.339652774,3.397796009,1.940698701,3.182018518,2.277938,3.167927207,2.438354098,1.100827683
CG31546,1.002414626,1.004208612,1.002068028,1,1.002419065,1.006810367,1.003738877,1.003685024,1,1,1.002768032,1,1.006045913,1,1,1,1,1.002915221
CG31548,1.043108311,1.025518855,1.022381353,3.473892112,1.225018669,1.109052487,1.030305372,1.033658301,1.424452818,2.15443469,3.166651278,1.446113435,1.976111831,2.231765957,1.489993444,2.027574143,2.101748011,1.047677362
CG12170,1.262041335,1.130270254,1.407834661,1.389495494,1.16441296,1.095957372,1.383581869,2.916461381,1.125906032,1.304321387,1.120004294,1.247732296,1.249852142,1.243353424,1.24443457,1.129050008,1.065736327,1.03253896
MTA1-like,2.937132509,1.957215595,1.94319223,2.385344006,3.925671508,1.968026539,2.580295042,1.607201346,1.082267866,1.092600861,1.107688807,1.076565535,1.860516423,1.153884029,2.108736651,1.573617674,1.360318339,1.318563768
Sec23,7.744193069,2.636589551,6.843820989,4.393970561,3.135648601,1.981429522,13.27934522,39.57711105,1.838136176,3.354602186,1.952163581,2.251361287,3.610701805,2.65658872,4.333826376,5.392410501,2.412617531,1.288212052
elm,4.832930239,2.002729745,8.60772711,3.641031949,2.492540264,1.525783799,25.42063446,287.3865598,1.52346548,4.124626383,2.063126276,1.957658484,2.703567224,2.217920351,2.762744876,3.056830218,2.412617531,1.197793068
MED27,2.559894384,1.791595225,1.698013117,5.302611336,3.35512179,1.792670073,2.907590393,2.321745949,1.095178674,1.193776642,1.213482768,1.110532307,1.534136046,1.282649831,2.398215846,2.193235523,1.528733551,1.146617214
CG2182,12.14270001,3.992351405,8.834208588,10.11817161,4.451214151,3.090662512,23.32970452,54.70401082,1.544689526,2.497099786,2.097629062,1.890426798,10.94629166,2.689860328,12.60545886,10.77849537,4.324587617,1.389495494
CR44093,1.207698781,1.105072093,1.071184149,1.048113134,1.026933916,1.050438596,1.165334401,1.045127629,1.007937205,1,1.025189907,1.003890491,1.049403258,1.018844976,1.080238255,1.089455015,1.054487594,1.020585885
Wdr33,1.504989208,1.233937261,1.29006818,2.947051703,1.920064618,1.244694121,1.553273647,1.372082394,1.077998175,1.060818355,1.077489298,1.039593143,1.234875109,1.153884029,1.694533969,1.690078888,1.44974067,1.063037714
Xe7,7.532361134,3.218338761,4.402314928,2.682695795,2.615944595,2.001705338,5.20438636,7.931603986,1.208936343,3.16227766,1.34788196,1.233282005,2.977295833,1.365007807,2.277938,2.928644565,1.811609194,1.397608676
Atg17,3.481487658,1.71525424,3.75599002,1.526417967,1.807519104,1.445145483,4.995067128,5.119943586,1.084409049,1.467799268,1.141886791,1.158993351,2.202581246,1.258925412,1.528824176,1.373992924,1.23641965,1.397608676
Rab23,1.006654259,1.00243441,1.005326431,1.035872068,1,1.006810367,1.007491733,1.007383627,1,1.029960366,1.030873278,1.003890491,1.006045913,1.038045084,1.122740346,2.027574143,1.04335759,1.002915221
plx,2.427612507,1.424908833,3.123322033,1.111522779,1.049509463,1.029266018,3.650889625,11.45791065,1.054814195,1.193776642,1.244050285,1.168029,1.257408639,1.084264241,1.137276124,1.186912229,1.04335759,1.084921286
cas,1.053854933,1.15655417,1.057988391,2.470911228,55592440.48,119.5023831,1.026467537,1.171359208,1.019961293,1.092600861,1.033726768,1.089179589,1.31159891,1.006242607,4.169766461,1.369096652,1.290027827,1.211821589
CG1239,1.456778618,1.257340247,1.29923825,1.373267373,1.464846896,1.225830326,1.594384974,1.577913047,1.052731448,1.060818355,1.036588156,1.089179589,1.191012255,1.111593365,1.379319273,1.203982446,1.197680597,1.03253896
CG2100,1.475340893,1.154255643,1.34846135,1.999955848,1.184274167,1.084856123,1.783263659,1.729892713,1.090858049,1.193776642,1.138734737,1.097670962,1.351730311,1.258925412,1.509283936,1.702188891,1.578180533,1.050731573
CG1236,1.591788308,1.308664319,1.592676821,2.878615592,1.227982069,1.350314038,2.173276945,2.22149514,1.146113077,1.42510267,1.412732785,1.233282005,1.74115605,1.761756757,3.023061117,4.140514059,2.654380228,1.097627856
Sym,1.474451636,1.178750024,1.205049455,1.526417967,1.26716497,1.137642729,1.490801335,1.439285549,1.024001114,1,1.042334717,1.035564289,1.368124608,1.070852684,1.379319273,1.330549413,1.23641965,1.035549039
Madm,2.468943369,1.469043497,1.878347559,1.490971657,1.352585548,1.184928015,2.222488622,2.709613505,1.180600613,1.229542627,1.213482768,1.374927925,1.860516423,1.356539463,1.327104213,1.40876064,1.528733551,1.066136704
CG2091,4.471281886,2.267131049,2.372248689,15.62706977,8.403285291,2.586276886,3.400983603,3.220974009,1.119249834,1.266380173,1.397198476,1.13670885,2.820082283,1.545927736,5.189001532,3.07873347,3.281927873,1.133343525
Sec8,2.745342234,1.758636791,1.847013781,2.878615592,2.474538577,1.635711496,3.363119518,3.04807437,1.152929031,1.343399333,1.286008081,1.252586588,2.000078864,1.282649831,2.798513294,2.707435627,2.287952504,1.18048557
CG2082,1.083492403,1.021672496,9.266837683,1.035872068,1.029418136,1.032764911,1.139530868,2.471560501,1.05899206,1.029960366,1.223587563,1.027553362,1.128121876,1.051045753,1.026061009,1.05124859,1.054487594,1.011711974
jagn,2.266358557,1.457400001,2.782103212,2.84499582,1.399120739,1.255299155,3.543502464,8.824434847,1.371952438,1.651766744,1.733387092,1.575077236,2.367802909,2.1233766,1.977376577,3.827769137,2.828869435,1.107255351
kat-60L1,1.599484734,1.247374691,1.257365896,1.085711119,1.052048295,1.03101398,1.655010099,1.337205281,1.013931426,1,1.002768032,1.007796118,1.006045913,1.025205225,1.026061009,1.032650806,1.010667487,1.044632029
Hat1,3.61845498,2.021409112,4.455907535,542.8675439,3.387704815,1.774511632,3.156382503,7.155378107,1.275203215,1.511775071,1.401065966,1.302180428,2.959403537,2.204160642,7.535203265,6.28708906,2.438354098,1.170221344
Rpn5,16.72464468,4.409886159,29.10607164,140.5915386,47.97415624,4.936753183,34.26462863,126.0779033,1.878536953,2.894266125,3.383855153,3.11959207,11.83854773,5.855548299,18.5419935,11.61759625,5.882815844,1.552021017
CG1218,1.405867813,1.264028144,1.410329814,13.89495494,2.839915065,1.452520695,1.441561129,1.45525566,1.054814195,1.029960366,1.170650813,1.097670962,1.69967737,1.205260937,1.672875756,2.005975301,1.75484851,1.113720549
CG2046,3.445985398,2.078499058,3.707531504,12.35482888,6.442050638,2.281092846,6.318999169,12.42364981,1.22577855,1.557068405,1.586646551,1.538805788,2.671170259,1.934133675,4.116471753,3.294803035,1.972108821,1.20478691
CG10979,1.300666672,1.181358428,1.251073278,1.221053503,1.142121973,1.174917491,1.284073701,1.487729455,1.061087193,1.193776642,1.074515006,1.097670962,1.444394626,1.118532606,1.433588739,1.265684849,1.135793919,1.059947732
CG11000,1.299882699,1.073769369,84.79138022,1.235482888,1.04192967,1.036275697,2.619101625,43071.03455,1.103871333,1.092600861,1.05684088,1.072393398,1.479643423,1.084264241,1.609547918,1.238862924,1.04335759,1.066136704
CG42675,1.005441109,1.002212856,1.041875786,1,1,1.001698261,1.034157557,1.154251159,1.003960759,1,1.025189907,1.003890491,1,1,1.012946696,1.212609399,1,1
Hpr1,1.551050072,1.374787505,1.393778614,2.981877486,2.135432432,1.549263454,1.530259174,1.537803902,1.077998175,1.092600861,1.173891211,1.089179589,1.393089624,1.251115191,1.738695234,1.518432004,1.317697337,1.075487984
CG2023,1.237179098,1.124787201,1.230929765,1.357228783,1.178565218,1.072046706,1.373293521,1.698368588,1.084409049,1.266380173,1.068591031,1.119190148,1.265010822,1.161087274,1.197325661,1.145288048,1.054487594,1.02953763
dgrn,1.869816123,1.390680665,1.540437895,1.736984401,1.355857541,1.255299155,2.247510777,2.313221672,1.061087193,1.060818355,1.092484707,1.089179589,1.368124608,1.220355848,1.433588739,1.540270151,1.147909986,1.056866732
CG1213,1.001810423,1.001769893,1.004140333,1,1,1,1,1.060618274,1.15978552,1.343399333,1.022359982,1.385647026,1.012128379,1.146725472,1.012946696,1.007165348,1,1
disp,1.321216768,1.131270041,1.449575057,1.206792641,1.10948305,1.075691027,1.332899505,1.794707221,1.026027021,1.125335583,1.098541142,1.019604405,1.288094257,1.057607019,1.152000093,1.265684849,1.147909986,1.008771183
ECSIT,1.357554477,1.230124651,1.307701397,1.976598072,1.511587766,1.259566426,1.524559036,1.76849499,1.090858049,1.092600861,1.138734737,1.119190148,1.359902754,1.23563981,1.509283936,1.364217829,1.147909986,1.050731573
CG2017,3.601043639,1.98729553,4.865545125,2.878615592,1.981330742,1.33663634,2.628894124,9.188799725,1.110436075,1.467799268,1.180398942,1.247732296,2.0612759,1.258925412,3.666450365,3.526036647,3.497669757,1.123489195
CG34113,2.050509303,1.311270328,4.261692973,1.035872068,1.017056842,1.03101398,1.457791118,1.848302977,1.026027021,1,1.019537869,1.015653016,1.049403258,1.018844976,1.152000093,1.145288048,1.010667487,1.059947732
Obp83a,1.003019193,1.001769893,1.036967603,1,1.002419065,1,1.003738877,1.003685024,1,1,1,1.003890491,1,1,1,1,1,1.002915221
Rm62,20332737.92,1099954.387,9412.926899,471486636.3,4637852090,302836.7301,97421493.06,4953226.399,6.551021321,28.94266125,26.16779367,7.709304099,6211460.35,82.96958521,1433588739,7515692316,2035896.803,23.87825185
Gasp,1.009693542,1.008657867,1.003844027,1.035872068,1.082997595,1.005103439,1.022643997,1.05672422,1.001978422,1,1.002768032,1.003890491,1.006045913,1.012524185,1.122740346,12.30049194,1.010667487,1.02953763
Obp83g,1.00422942,1.000663343,1.001476727,1.011817161,1,1.005103439,1.003738877,1.003685024,1,1,1,1,1,1,1.052801194,1.4188549,1,1.00583894
CG31559,1.000603111,1.000221066,1.002068028,1,1,1.001698261,1,1.007383627,1,1,1.002768032,1,1,1,1,1.129050008,1,1.002915221
NPFR,1.109271789,1.012679049,1.323621004,1.011817161,1.002419065,1,1.026467537,1.219725156,1,1,1,1,1,1,1.026061009,1.007165348,1.02144877,1.011711974
Osi24,1.004835082,1.001105816,1.004436726,1,1,1,1,1.018561415,1.001978422,1,1,1,1,1,1.026061009,1.129050008,1,1
Osi2,1.003019193,1,1.016664471,1,1,1,1.003738877,1.045127629,1,1,1,1,1,1,1,1.105123598,1,1.002915221
Osi9,1.001810423,1,1.002659679,1,1,1,1.003738877,1,1,1,1,1.007796118,1,1,1.012946696,1.003576279,1,1
CG17919,1.017025313,1.00243441,1.011875057,1.023773966,1.009711428,1.003399405,1.003738877,1.014821773,1.001978422,1,1.005543725,1.003890491,1,1,1.152000093,13.40083263,1.04335759,1.044632029
SmD2,823.0436822,21.73407751,63.8525373,22758459.26,9528.260917,16.24647054,430.2407157,46.52984753,3.109595239,2.728333376,6.390314152,3.371511308,238.2118439,30.46377954,3860.043321,2502.935237,1612.030565,2.119187608
CG18048,1.468241824,1.190533379,1.228752006,1.235482888,1.088243616,1.084856123,1.393947295,1.45525566,1.054814195,1.092600861,1.083462603,1.093417032,1.212745393,1.097843767,1.228529176,1.149383918,1.123805735,1.047677362
Pak,3.594536008,1.98027956,2.150199971,2.682695795,2.150967201,1.627406128,5.586807343,3.717812985,1.146113077,1.858791891,1.3742167,1.391037873,2.382118439,1.480029154,2.055176674,1.84126492,1.75484851,1.229588514
CG42724,9.969898955,4.431383239,3.399399487,11.92698333,15.33660654,4.723691248,7.14715007,5.551482124,1.277726106,2.571913809,1.314763198,1.312332381,4.000315462,1.898359143,6.625658539,6.800770817,2.146827921,1.616578182
CG10286,2.220372122,1.41987832,1.854113753,4.605378256,1.897008404,1.425660813,2.885969481,2.417611882,1.182936339,1.193776642,1.27891811,1.457387506,2.283698378,1.946207712,3.713918783,4.510903805,3.316937797,1.113720549
CRAT,1.14805671,1.0526192,1.149129929,1.357228783,1.036906911,1.024039893,1.246303995,1.279466013,1.071625202,1.029960366,1.167419359,1.097670962,1.234875109,1.23563981,1.327104213,1.751502868,1.135793919,1.038567893
CG1024,1.331613255,1.167857471,1.202207665,1.618764507,1.405898055,1.161044676,1.269777756,1.284180876,1.038266909,1.159051048,1.016723545,1.027553362,1.249852142,1.097843767,1.344285828,1.208288223,1.123805735,1.026545025
TfIIFalpha,4.281332399,1.811105485,3.277244505,11.24657822,2.758757559,1.624647054,5.713314991,10.76338517,1.245314285,1.511775071,1.393341662,1.322563479,3.440719071,1.840199316,3.307905336,3.827769137,2.216267204,1.187378355
godzilla,4.956877311,1.913158642,4.117048694,1.976598072,1.42298532,1.487439136,8.0537243,23.38888856,1.447154907,2.030917621,1.551945087,1.61847591,2.469847604,1.718443015,2.277938,2.612487755,2.035896803,1.113720549
Dmtn,3.999355866,2.06248092,3.033386229,1.405915386,1.794464794,1.464896452,6.510498791,9.256646399,1.575523527,45.06570338,1.604287179,2.670817309,1.629453175,2.058322936,1.694533969,2.281074843,1.345960324,1.262227972
gpp,92.96432348,13.06352215,28.13479685,5.365273145,7.027479385,6.155183046,53.42133647,9.324994027,1.43859953,3.07029063,1.370423325,1.412811811,6.799245664,1.794957021,7.535203265,5.853853648,2.769467757,2.299151745
CG9727,1.206243346,1.099468224,1.212183354,1.085711119,1.093515048,1.068414731,1.260335658,1.219725156,1.005947017,1.060818355,1.039457465,1.055865912,1.169668589,1.038045084,1.122740346,1.174268583,1.21045684,1.038567893
Zif,3.808731072,2.274660461,1.959316467,10.85711119,8.671420391,2.853752859,3.439273985,2.689753368,1.178269498,1.266380173,1.282458196,1.200212126,2.560807678,1.604742688,3.860043321,4.810282058,2.951522396,1.243989423
