Gene name,MN.C0,MN.C1,MN.C2,MN.C3,MN.C4,MN.C5,MN.C6,MN.C7,MN.C8,MN.C9,MN.C10,MN.C11,MN.C12,MN.C13,MN.C14,MN.C15,MN.C16,MN.C17,MN.C18,MN.C19,MN.C20,MN.C21,MN.C22,MN.C23,MN.C24,MN.C25,MN.C26,MN.C27
Vps37B,7.498942093,2.801356761,3.324597932,2.942727176,12.45197085,2.294329228,2.818382931,4.893900918,3.792690191,3.237457543,3.240696036,4.061585988,1.755676291,4.159562163,5.179474679,4.466835922,3.981071706,1.205260937,3.72759372,7.19685673,1.816599788,3.030271083,2.894266125,5.108969775,3.480700588,2.069138081,1.136463666,1.584893192
Kat60,3.349654392,2.00738918,2.15443469,1.910952975,2.586416205,1.696321618,1.646897865,2.39502662,2.069138081,1.264855217,1.800193333,2.015337686,1,2.275845926,1.730195739,2.238721139,1.412537545,1,2.096179992,1.77827941,1.291549665,1.978318883,1.304321387,1.615598098,2.872984833,1.274274986,1.467799268,1.584893192
Mms19,1.234999173,1.35387618,1.221677349,1.43301257,1.930697729,1.572973157,1.412537545,1.429461338,1.381499962,1.151395399,1.479833198,1.419625896,1.165914401,1.178768635,1.467799268,1.412537545,1.496235656,1.064209244,2.096179992,1.389495494,1.185971012,1.185971012,1.304321387,2.15443469,1.615598098,2.069138081,1.136463666,7.943282347
rtp,1,1,1,1.036632928,1,1.038468775,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.089022962,1,1,1,1.438449888,1,1.258925412
CG12163,241.7315481,7.386199822,2381.286195,11.1397386,160.8233878,14.04562223,26.10157216,22.12216291,6.676692939,7.906043211,24.15342501,110.5295141,8.576958986,26.82695795,13.89495494,53.08844442,8.413951416,1.982883949,4393.970561,56.23413252,6.528521141,1816.599788,7.666822075,34.80700588,14.67799268,3.79269E+13,7.742636827,100
CR44019,1.019373486,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG1113,1.059253725,1.062467831,1.033933849,1.036632928,1.037225095,1,1,1.21957046,1,1,1,1.051330177,1,1.056354104,1,1,1.059253725,1,1.178768635,1.178768635,1.089022962,1.291549665,1,1.211527659,1,1,1,1
CG12173,2.326305067,1.94748304,2.381286195,1.910952975,3.866353752,2.877507031,2.818382931,3.423597958,1.908542144,2.023589648,3.574304018,4.489251258,1.755676291,2.039500469,1.55051578,4.466835922,2.371373706,1.545927736,3.16227766,2.912632655,2.346228848,3.913745602,2.218982341,1.77827941,2.610157216,1.623776739,1.467799268,1.584893192
Hph,1.554771842,1.35387618,1.263133564,1.240937761,1.494869134,1.404562223,1.165914401,1.373823796,1.381499962,1.151395399,1.341712835,1.350314038,1.359356391,1.827699369,1.31536905,1.77827941,1.678804018,1.064209244,1.637893707,2.096179992,1.185971012,1.089022962,1.193776642,1.211527659,1.467799268,1,1.136463666,1.258925412
mtd,541.1695265,634.7921959,170.5626983,143.301257,2154.43469,419.7114524,96.23506264,329.0344562,14.38449888,4.498432669,198.5511196,141.9625896,599.4842503,24.04099184,946.6522603,59.56621435,530.8844442,3.065395295,20.96179992,26.82695795,91.82542836,3.030271083,450.6570338,316.227766,10,8.858667904,7.742636827,19.95262315
CG11999,68.12920691,4.153565396,10.69019205,5.048065717,18.61406687,3.747748956,10.79775162,10.82636734,4.641588834,6.551285569,12.77564921,4.71968532,6.989473207,17.30195739,13.89495494,10,13.33521432,3.065395295,16.37893707,6.105402297,3.593813664,918.2542836,4.124626383,19.57341781,19.57341781,16.23776739,2.15443469,50.11872336
CG1161,3223.542002,119.9353946,332.4597932,171.5437896,1608.233878,36.08918289,328.5993248,887.7197089,41.11829402,28.11768698,279.7747463,105.1330177,9.501185073,71.9685673,131.536905,149.6235656,133.3521432,7.325965428,177.827941,291.2632655,15.31740464,550.4789808,17.0125428,90.85175757,348.0700588,88.58667904,3.593813664,199.5262315
Prosbeta7,21961.736,468.8702005,164.9648074,58.29415347,18614.06687,34.75230431,223.8721139,672.3357536,54.55594781,95.40954763,241.5342501,57.6593265,15.05836354,131.536905,155.051578,530.8844442,177.827941,5.366976946,163.7893707,177.827941,23.46228848,42.62158829,109.2600861,261.0157216,1100.694171,14.38449888,35.93813664,31.6227766
Cerk,1.554771842,1.575318673,1.5955064,1.240937761,2.002568136,1.302429122,1.467799268,1.610262028,1.32680475,1.59985872,1.632172129,1.823348001,1.505836354,1.55051578,1.55051578,1.412537545,1.412537545,1.064209244,1.389495494,1.637893707,1.406527242,1.291549665,1.193776642,1.333521432,2.15443469,1.623776739,1.291549665,1.258925412
CR44103,1,1,1,1,1,1,1,1,1.041223256,1,1,1,1,1,1,1,1,1,1,1.085711119,1,1,1,1,1,1,1,1
RpII18,118.8502227,39.09356383,16.49648074,19.80956779,144.1219597,15.72973157,21.5443469,57.3615251,56.80492162,23.29951811,43.48083467,30.07882518,15.05836354,25.39580038,14.67799268,15.84893192,19.95262315,5.366976946,150.8590709,66.28703162,71.09709432,15.31740464,20.30917621,17.7827941,68.12920691,6.951927962,3.593813664,25.11886432
hd,1.079775162,1.163561851,1.221677349,1.154781985,1.115883993,1.119902793,1,1.126481692,1.175372265,1.206792641,1.05021108,1.105295141,1.107756851,1.115883993,1.115883993,1.122018454,1.122018454,1,1.389495494,1.178768635,1.291549665,1.185971012,1.193776642,1.333521432,1,1.128837892,1.136463666,1.584893192
CG14667,1.333521432,1.673725414,1.305996548,1.485508017,1.930697729,1.696321618,1.412537545,1.675474919,1.497747476,1.264855217,1.632172129,1.649648074,1.165914401,1.930697729,1.730195739,1.77827941,1.333521432,1.205260937,1.178768635,2.096179992,1.406527242,1.291549665,1.304321387,2.15443469,1.957341781,1.438449888,1.136463666,2.511886432
7B2,36869450.65,119935.3946,3928284.185,1778279.41,6689548787,15729731.57,52079483.29,452035365.6,568049.2162,39069399.37,14798331.98,7044109.314,100000000,10000000000,2.15443E+21,2371373.706,2371373.706,2389.892566,6.1054E+26,40470899508,35938.13664,7.74264E+73,766682.2075,908517575.7,21544346.9,1.43845E+32,4.08424E+27,3.16228E+22
kkv,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG1172,1.283315186,1.274274986,1.649648074,1.333521432,1.441219597,1.829342743,1.467799268,1.429461338,2.335721469,1.098541142,1.158323286,1.221677349,1.430722989,1.178768635,1.31536905,1.883649089,1.188502227,1.064209244,1.637893707,1.637893707,1.531740464,1.406527242,1,1.211527659,1.333521432,1.274274986,1.895735652,1
Orco,1.019373486,1,1.033933849,1,1.037225095,1.078417397,1,1.126481692,1,1,1,1.162030136,1,1,1.115883993,1.059253725,1.122018454,1.064209244,1.085711119,1.085711119,1,1,1,1.100694171,1,1,1,1.258925412
CG14669,20.73321573,13.95522497,12.63133564,16.548171,8.639884495,13.02429122,2.928644565,2.807216204,5.680492162,1.842069969,5.833879398,21.18785326,2.046968272,4.903161412,11.78768635,4.73151259,7.498942093,1.205260937,1,4.047089951,2.15443469,1,3.455107295,4.216965034,2.872984833,1,1.668100537,3.981071706
PEK,1.995262315,2.407570135,1.5955064,1.286396945,1.608233878,1.696321618,1.646897865,1.610262028,1.908542144,1.456348478,1.554137221,2.341883126,1.944862439,1.730195739,1.55051578,1.333521432,2.238721139,1.205260937,2.912632655,1.508590709,1.531740464,1.531740464,1.092600861,1.615598098,1.77827941,1.438449888,1.895735652,1.995262315
RpL35A,1.14376E+25,2.97635E+24,3.10995E+22,1.65482E+20,4.99359E+34,4.70036E+22,2.15443E+22,9.61078E+24,1.22382E+24,4.71487E+24,6.75752E+23,7.78582E+23,1.22713E+12,8.96151E+25,3.72759E+25,3.16228E+21,9.44061E+21,53669769455,2.91263E+22,4.77058E+33,8.43191E+18,7.10971E+13,8.37678E+17,4.21697E+20,7.49894E+25,2.63665E+14,1E+11,1.99526E+17
POLDIP2,1.883649089,3.16227766,2.909163406,2.838735965,5.372281118,8.598569967,2.712272579,5.73615251,1.760410844,1.526417967,3.403414883,4.489251258,1.847849797,2.15443469,2.833876712,4.73151259,3.758374043,1.452653926,2.470911228,6.105402297,4.641588834,1.978318883,2.424462017,3.16227766,8.254041853,1.623776739,1.668100537,1.995262315
mRpL44,2.764818754,3.792690191,2.632024061,4.531583638,5.372281118,4.526241319,1.920141939,4.703420342,1.987218465,2.120950888,2.938225384,4.270067916,2.15443469,2.993577295,3.937658924,2.511886432,2.511886432,1.545927736,2.912632655,3.72759372,2.346228848,1.531740464,2.424462017,3.83118685,1.77827941,1.832980711,1.136463666,3.981071706
Snr1,7.356422545,3.259551857,4.199411235,3.278121151,20.77113926,3.608918289,4.136820402,7.278953844,2.432007513,2.222996483,4.140199576,3.863282989,2.643761186,3.937658924,4.393970561,7.079457844,4.466835922,1.645190588,5.179474679,3.433320018,3.300034791,2.15443469,2.424462017,3.480700588,9.085175757,4.281332399,1.668100537,3.981071706
Hcs,1.258925412,1.313472706,1.221677349,1.333521432,1.608233878,1.302429122,1.584893192,1.547587355,1.623776739,1.264855217,1.216483949,1.162030136,1.22712524,1.245197085,1.467799268,1.584893192,1.678804018,1.064209244,1.178768635,1.637893707,1.185971012,1.089022962,1.42510267,1.467799268,1.615598098,1,1,1
ksr,1.079775162,1.274274986,1.14280206,1.333521432,1.339627725,1.162984082,1.165914401,1.126481692,1.128837892,1.048113134,1.341712835,1.221677349,1.291549665,1.056354104,1.178768635,1.188502227,1.059253725,1.132541315,1.085711119,1.085711119,1.089022962,1.089022962,1.092600861,1.100694171,1.100694171,1,1,1
CG31550,1.646897865,1.889364668,2.083725851,2.206734069,2.002568136,1.829342743,1.646897865,2.043359718,1.832980711,1.389495494,2.189906295,2.015337686,1.22712524,1.389495494,1.55051578,1.995262315,1.77827941,1.064209244,1.637893707,2.912632655,1.406527242,1.668100537,1.557068405,1.615598098,1.333521432,1.832980711,1,2.511886432
NKCC,1.308177474,1.062467831,1.14280206,1.154781985,1,1.038468775,1.920141939,1,1.041223256,1.098541142,1.05021108,1.051330177,1,2.275845926,1.115883993,1.258925412,1.122018454,1.064209244,1,1.085711119,1.185971012,1.185971012,1.193776642,1,1.211527659,1,1,3.981071706
Nmdar1,4.823178482,2.717756395,5.130325585,6.042963902,3.593813664,3.475230431,1.646897865,4.520353656,1.987218465,2.222996483,2.415342501,4.489251258,2.782559402,1.827699369,3.340484984,2.985382619,2.66072506,1.365007807,3.72759372,4.047089951,2.782559402,1.816599788,4.506570338,4.216965034,2.610157216,2.069138081,2.15443469,6.309573445
Itp-r83A,1.211527659,1.35387618,1.5955064,1.43301257,1.291549665,1.899715318,1.646897865,1.32035178,1.623776739,1.151395399,1.341712835,2.118785326,1.668100537,1.115883993,1.467799268,1.258925412,1.77827941,1,1.178768635,1.085711119,1.291549665,1.089022962,1.557068405,2.15443469,1.615598098,1.438449888,1.136463666,1
CG43845,1.059253725,1.062467831,1.033933849,1.11397386,1.115883993,1.162984082,1.039122304,1,1,1,1.216483949,1.051330177,1.052500285,1.056354104,1.115883993,1,1,1,1,1.178768635,1,1.089022962,1.092600861,1,1.100694171,1,1.291549665,1
CG2519,9.440608763,6.347921959,6.700187504,4.067944321,4.814372421,4.881177382,2.511886432,9.236708572,7.536903981,5.689866029,5.036486331,5.216645252,3.782489906,1.930697729,5.179474679,2.511886432,10,1.645190588,2.912632655,10,9.182542836,1.291549665,4.124626383,11.00694171,5.108969775,1.438449888,2.448436747,3.16227766
mia,1.039122304,1.199353946,1.105295141,1.19708503,1.245197085,1.207722655,1,1.373823796,1.175372265,1,1.277564921,1.051330177,1.107756851,1.056354104,1.178768635,1,1.122018454,1,1.178768635,1.930697729,1.089022962,1.185971012,1,1,1.211527659,1,1,1
Pcmt,19.57341781,20.69138081,15.43141664,20.53525026,22.34633727,19.72795039,13.59356391,67.23357536,10,10,21.89906295,19.16940777,4.885273572,8.483428982,16.37893707,19.95262315,15.84893192,5.043159487,24.70911228,20.96179992,7.109709432,23.46228848,20.30917621,26.10157216,28.72984833,11.28837892,4.084238653,15.84893192
Snm1,1.234999173,1.030760802,1.069019205,1.036632928,1.115883993,1.078417397,1.079775162,1,1.041223256,1,1.102943312,1,1.165914401,1,1.056354104,1.188502227,1.059253725,1,1.085711119,1.389495494,1.185971012,1.089022962,1.092600861,1,1,1.128837892,1,1
Pi4KIIalpha,1.920141939,1.395522497,1.443511639,1.6548171,1.55051578,1.352531975,1.467799268,1.487352107,1.381499962,1.151395399,1.216483949,1.649648074,1.359356391,1.245197085,1.31536905,1.883649089,1.77827941,1.205260937,1.508590709,1.178768635,1,1.291549665,1.193776642,1.211527659,1.467799268,1,1,1
CG14671,2.15443469,3.569698847,3.10995155,2.458244069,4.641588834,2.382589263,2.712272579,4.175318937,2.636650899,1.842069969,3.240696036,2.015337686,2.386589787,2.404099184,3.16227766,3.16227766,3.16227766,1.452653926,2.470911228,3.433320018,2.346228848,2.15443469,2.424462017,2.872984833,2.610157216,1.438449888,1.136463666,2.511886432
CG12746,2.818382931,1.889364668,2.227542952,2.458244069,4.641588834,1.899715318,1.920141939,2.492021151,2.335721469,1.526417967,1.800193333,3.16227766,1.165914401,3.340484984,1.389495494,2.818382931,2.66072506,1.064209244,2.682695795,3.433320018,1.531740464,5.504789808,1.557068405,1.77827941,2.872984833,2.335721469,1.291549665,1.258925412
CG2931,1.525222957,1.395522497,1.263133564,1.333521432,1.608233878,1.696321618,1.584893192,1.32035178,1.274274986,1.098541142,1.409081686,1.350314038,1.505836354,1.31536905,1.115883993,1.496235656,1.412537545,1,1.637893707,2.275845926,1.185971012,1,1.304321387,1.100694171,3.480700588,1.274274986,1,1.258925412
Rheb,32.85993248,24.81628923,12.21677349,21.28751662,69.38567879,10.38468775,14.67799268,41.75318937,9.604088213,6.86648845,16.32172129,18.23348001,3.782489906,18.27699369,19.30697729,53.08844442,9.440608763,2.245697996,17.7827941,17.7827941,4.262158829,12.91549665,14.2510267,13.33521432,28.72984833,2.976351442,2.448436747,19.95262315
CRMP,15252.22957,42.81332399,144.3511639,74.98942093,6218.001087,10,68.12920691,96.10779662,46.41588834,54.28675439,82.20412615,31.6227766,7.356422545,100,31.6227766,133.3521432,79.43282347,2.110203429,108.5711119,719.685673,10,30.30271083,18.58791891,177.827941,31.6227766,14.38449888,3.593813664,50.11872336
CG2926,3.102177665,5.292784486,3.674661941,2.548296748,4.010279139,1.899715318,2.818382931,5.968456995,2.335721469,1.842069969,2.299863854,4.270067916,3.244226079,2.539580038,3.16227766,2.511886432,2.818382931,1.205260937,2.912632655,4.393970561,5.994842503,1.816599788,1.557068405,2.610157216,4.216965034,1.438449888,1.291549665,3.16227766
rev7,1.234999173,1.72521055,1.305996548,1.382372227,1.79460244,1.514704337,1.308177474,1.547587355,1.381499962,1.151395399,1.158323286,1.492495545,1.165914401,1.31536905,1.827699369,1.496235656,1.412537545,1.205260937,1.389495494,1.930697729,1.291549665,1.185971012,1.304321387,1.211527659,1.615598098,1.274274986,1,1.258925412
noi,1.467799268,1.395522497,1.763505472,1.240937761,2.493592005,1.514704337,1.258925412,1.547587355,1.274274986,1.389495494,1.890582984,1.916940777,1.430722989,1.55051578,1.389495494,1.77827941,1.584893192,1.205260937,1.637893707,1.77827941,1.291549665,1.668100537,1.193776642,1.467799268,2.371373706,1.128837892,1.136463666,1
Vha26,28183.82931,67444.62875,1649648.074,1074607.828,10372250.95,2569425.711,103912.2304,69956421.57,224324.7503,104811.3134,456640.5432,15691056.06,194.4862439,5179.474679,131536.905,5623413.252,19952623.15,2.543345761,47705.82696,4393970561,9182.542836,278.2559402,119377.6642,2610157.216,74989.42093,545.5594781,16.68100537,50118.72336
kra,944060876.3,3067.906399,21544.3469,1240.937761,746476040.8,3608.918289,383118.685,41753.18937,7238.509068,100000,19855.11196,6061.898993,902.7251779,22758459.26,15505.1578,1122018.454,66834.39176,50.43159487,24709112.28,34333.20018,3593.813664,84319.09293,1000,26101.57216,348070.0588,23357.21469,408.4238653,1000
CG1427,1.744482699,2.132786428,2.813684268,2.548296748,3.220597919,2.294329228,1.77827941,2.69795364,1.908542144,1.456348478,1.890582984,2.861025569,1.668100537,2.682695795,2.15443469,2.985382619,1.77827941,1.205260937,6.105402297,3.16227766,1.978318883,2.15443469,1.858791891,1.467799268,2.610157216,2.069138081,1.467799268,1.995262315
asl,1.211527659,1.062467831,1.221677349,1.074607828,1.157422881,1.119902793,1,1.373823796,1.041223256,1.048113134,1.05021108,1,1.22712524,1.115883993,1,1.122018454,1.059253725,1,1,1.178768635,1,1.089022962,1,1,1.467799268,1,1,1
Rga,19.57341781,4.981595049,9.047357242,3.398208329,14.41219597,2.988201202,6.812920691,6.723357536,4.281332399,2.811768698,5.289373747,3.863282989,4.641588834,11.78768635,4.159562163,5.011872336,4.466835922,1.545927736,4.393970561,7.19685673,2.55509709,3.030271083,6.422325422,1.957341781,6.812920691,5.455594781,2.448436747,7.943282347
CR46135,1.079775162,1.030760802,1,1.074607828,1.200508058,1.078417397,1.079775162,1,1.128837892,1.098541142,1,1.051330177,1,1,1,1,1.059253725,1.132541315,1.178768635,1.389495494,1,1,1.092600861,1,1.100694171,1,1,1
Atu,2.282092971,1.673725414,2.083725851,1.843422992,2.993577295,2.048686048,1.711328304,4.520353656,2.069138081,1.456348478,1.890582984,2.341883126,1.165914401,2.15443469,1.730195739,2.371373706,1.496235656,1.064209244,2.096179992,4.770582696,1.406527242,2.346228848,1.42510267,2.610157216,3.16227766,1.438449888,1.136463666,2.511886432
Spec2,7.943282347,1.438449888,1.543141664,1.6548171,2.782559402,1.458594012,2.417315481,1.963828002,1.908542144,1.59985872,1.890582984,1.105295141,1.291549665,2.039500469,1.389495494,2.11348904,1.333521432,1.132541315,1.77827941,3.72759372,1.406527242,1.185971012,1.858791891,1.333521432,1.333521432,1.438449888,1.136463666,1
CG2911,2.818382931,1.395522497,1.305996548,1.074607828,1.79460244,1.038468775,1.995262315,1.268961003,2.15443469,1.676832937,1.479833198,1.284386264,1,1.637893707,1.389495494,1.258925412,1.258925412,1.205260937,1.930697729,2.096179992,1.089022962,1.291549665,2.030917621,1.100694171,1.333521432,1.274274986,1.467799268,1
RpL13A,7.94328E+34,1.23625E+32,1.64965E+29,1.24094E+28,7.46476E+48,4.70036E+32,5.20795E+29,5.0921E+31,8.1711E+29,4.49843E+34,5.28937E+29,7.04411E+35,3.41455E+16,4.39397E+40,2.6827E+36,9.44061E+30,8.41395E+27,1.06421E+18,1.63789E+40,1E+40,2.78256E+27,6.52852E+27,4.92388E+24,1.4678E+28,9.08518E+40,6.95193E+24,1.13646E+20,1.99526E+34
CG31551,1.019373486,1.095150193,1.069019205,1.074607828,1.037225095,1,1.079775162,1.04049831,1,1,1.05021108,1,1,1,1,1.059253725,1,1,1.085711119,1,1,1,1.193776642,1.100694171,1,1,1.291549665,1
CG31549,3.16227766,2.132786428,2.083725851,2.053525026,3.72759372,2.294329228,3.285993248,3.423597958,2.636650899,3.237457543,2.536619456,1.649648074,1.755676291,4.393970561,1.31536905,2.985382619,3.548133892,1.365007807,4.393970561,4.047089951,5.994842503,4.262158829,2.218982341,2.610157216,1.615598098,2.636650899,1,1.258925412
CG12171,3.16227766,4.688702005,4.061585988,1.843422992,4.993587893,4.041637673,4.298662347,2.920903717,4.281332399,5.689866029,3.574304018,4.71968532,1.847849797,6.105402297,3.340484984,2.985382619,3.349654392,1.645190588,4.770582696,4.770582696,4.641588834,1.978318883,4.923882632,2.15443469,2.15443469,2.335721469,2.782559402,3.16227766
CG31546,1,1,1.033933849,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG31548,1,1.062467831,1,1,1,1,1,1,1.041223256,1,1,1,1.107756851,1,1,1.059253725,1,1,1,1.085711119,1,1,1,1,1.211527659,1,1,1
CG12170,1.283315186,1.94748304,1.543141664,2.206734069,1.730195739,3.747748956,1.525222957,2.920903717,1.381499962,1.264855217,2.189906295,2.861025569,1.052500285,1.827699369,2.539580038,2.371373706,3.349654392,1.205260937,1.178768635,2.470911228,1.406527242,1.531740464,2.218982341,1.615598098,1.77827941,1.274274986,1.467799268,1.584893192
MTA1-like,1.812730881,2.717756395,2.381286195,1.382372227,2.077113926,1.972795039,1.359356391,1.675474919,1.760410844,1.757510625,1.632172129,1.916940777,2.386589787,1.827699369,1.637893707,1.883649089,2.511886432,1.282649831,1.930697729,1.178768635,1.185971012,1.089022962,1.557068405,1.467799268,1.77827941,1.623776739,1.291549665,1.258925412
Sec23,35.48133892,6.347921959,13.50314038,9.646616199,59.94842503,10.38468775,8.576958986,55.12889789,10,7.19685673,9.066649113,8.185467307,3.981071706,7.602429141,24.04099184,11.22018454,14.12537545,2.70665207,10,10.85711119,2.782559402,77.42636827,4.506570338,5.108969775,10,8.858667904,2.15443469,3.981071706
