"","Gene","KEGG"
"4194","Urod","path:dme01100"
"4195","Urod","path:dme01240"
"4196","Uros1","path:dme00564"
"4197","Uros1","path:dme00860"
"4198","Uros1","path:dme01100"
"4199","Uros1","path:dme01240"
"4200","Uros1","path:dme04142"
"4201","FeCH","path:dme00860"
"4202","FeCH","path:dme01100"
"4203","FeCH","path:dme01240"
"4204","Coprox","path:dme00860"
"4205","Coprox","path:dme01100"
"4206","Coprox","path:dme01240"
"4207","Coprox","path:dme03013"
"4208","Coprox","path:dme03015"
"4209","GluRS-m","path:dme00860"
"4210","GluRS-m","path:dme00970"
"4211","GluRS-m","path:dme01100"
"4212","GluRS-m","path:dme01240"
"4213","GluProRS","path:dme00860"
"4214","GluProRS","path:dme00970"
"4215","GluProRS","path:dme01100"
"4216","GluProRS","path:dme01240"
"4217","Ppox","path:dme00860"
"4218","Ppox","path:dme01100"
"4219","Ppox","path:dme01240"
"4220","Cchl","path:dme00860"
"4221","Cchl","path:dme01100"
"4222","fh","path:dme00860"
"4223","l(3)02640","path:dme00860"
"4224","l(3)02640","path:dme01100"
"4225","l(3)02640","path:dme01240"
"4226","Uros2","path:dme00860"
"4227","Uros2","path:dme01100"
"4228","Uros2","path:dme01240"
"4229","CG10268","path:dme00900"
"4230","CG10268","path:dme01100"
"4231","CG10268","path:dme04146"
"4232","Hmgcr","path:dme00900"
"4233","Hmgcr","path:dme01100"
"4234","Pdss2","path:dme00900"
"4235","CG10778","path:dme00900"
"4236","CG10962","path:dme00900"
"4237","CG10962","path:dme00981"
"4238","ste14","path:dme00900"
"4239","Fpps","path:dme00900"
"4240","Fpps","path:dme01100"
"4241","antdh","path:dme00900"
"4242","antdh","path:dme00981"
"4243","CG17565","path:dme00900"
"4244","Fnta","path:dme00900"
"4245","qless","path:dme00900"
"4246","CG3301","path:dme00900"
"4247","CG3301","path:dme00981"
"4248","CG33671","path:dme00900"
"4249","CG33671","path:dme01100"
"4250","CG33671","path:dme04146"
"4251","CG40485","path:dme00900"
"4252","CG40485","path:dme00981"
"4253","CG40486","path:dme00900"
"4254","CG40486","path:dme00981"
"4255","Tango14","path:dme00900"
"4256","Sras","path:dme00900"
"4257","Idi","path:dme00900"
"4258","Idi","path:dme01100"
"4259","Mvd","path:dme00900"
"4260","Mvd","path:dme01100"
"4261","qm","path:dme00900"
"4262","qm","path:dme01100"
"4263","CG8757","path:dme00900"
"4264","CG8757","path:dme00981"
"4265","ste24a","path:dme00900"
"4266","CG9150","path:dme00900"
"4267","CG9150","path:dme00981"
"4268","CG9360","path:dme00900"
"4269","CG9360","path:dme00981"
"4270","CAH4","path:dme00910"
"4271","CAH4","path:dme01100"
"4272","CAH3","path:dme00910"
"4273","CAH3","path:dme01100"
"4274","CAHbeta","path:dme00910"
"4275","CAHbeta","path:dme01100"
"4276","CAH13","path:dme00910"
"4277","CAH13","path:dme01100"
"4278","CAH16","path:dme00910"
"4279","CAH16","path:dme01100"
"4280","CAH5","path:dme00910"
"4281","CAH5","path:dme01100"
"4282","CAH6","path:dme00910"
"4283","CAH6","path:dme01100"
"4284","CAH7","path:dme00910"
"4285","CAH7","path:dme01100"
"4286","CAH8","path:dme00910"
"4287","CAH8","path:dme01100"
"4288","CAH9","path:dme00910"
"4289","CAH9","path:dme01100"
"4290","CAH2","path:dme00910"
"4291","CAH2","path:dme01100"
"4292","CAH1","path:dme00910"
"4293","CAH1","path:dme01100"
"4294","CAH15","path:dme00910"
"4295","CAH15","path:dme01100"
"4296","CG14997","path:dme00920"
"4297","CG14997","path:dme01100"
"4298","CG15743","path:dme00920"
"4299","CG15743","path:dme01100"
"4300","CG15743","path:dme04070"
"4301","CG30022","path:dme00920"
"4302","CG30022","path:dme01100"
"4303","sprt","path:dme00920"
"4304","sprt","path:dme01100"
"4305","shop","path:dme00920"
"4306","shop","path:dme01100"
"4307","CG7789","path:dme00920"
"4308","CG7789","path:dme01100"
"4309","CG7966","path:dme00920"
"4310","CG7966","path:dme01100"
"4311","ArgRS-m","path:dme00970"
"4312","GlnRS","path:dme00970"
"4313","GlnRS","path:dme01100"
"4314","AsnRS","path:dme00970"
"4315","IleRS","path:dme00970"
"4316","LysRS","path:dme00970"
"4317","ProRS-m","path:dme00970"
"4318","PheRS-m","path:dme00970"
"4319","AlaRS","path:dme00970"
"4320","TyrRS-m","path:dme00970"
"4321","SerRS","path:dme00970"
"4322","alpha-PheRS","path:dme00970"
"4323","Slimp","path:dme00970"
"4324","AspRS-m","path:dme00970"
"4325","LeuRS","path:dme00970"
"4326","GatC","path:dme00970"
"4327","GatC","path:dme01100"
"4328","AspRS","path:dme00970"
"4329","ValRS","path:dme00970"
"4330","TyrRS","path:dme00970"
"4331","AlaRS-m","path:dme00970"
"4332","SerRS-m","path:dme00970"
"4333","ThrRS","path:dme00970"
"4334","IleRS-m","path:dme00970"
"4335","GatB","path:dme00970"
"4336","GatB","path:dme01100"
"4337","ValRS-m","path:dme00970"
"4338","beta-PheRS","path:dme00970"
"4339","GatA","path:dme00970"
"4340","GatA","path:dme01100"
"4341","HisRS","path:dme00970"
"4342","GlyRS","path:dme00970"
"4343","AsnRS-m","path:dme00970"
"4344","TrpRS-m","path:dme00970"
"4345","LeuRS-m","path:dme00970"
"4346","CysRS-m","path:dme00970"
"4347","CysRS","path:dme00970"
"4348","ArgRS","path:dme00970"
"4349","TrpRS","path:dme00970"
"4350","trnI","path:dme00970"
"4351","trnQ","path:dme00970"
"4352","trnM","path:dme00970"
"4353","trnW","path:dme00970"
"4354","trnC","path:dme00970"
"4355","trnY","path:dme00970"
"4356","trnL1","path:dme00970"
"4357","trnK","path:dme00970"
"4358","trnD","path:dme00970"
"4359","trnG","path:dme00970"
"4360","trnA","path:dme00970"
"4361","trnR","path:dme00970"
"4362","trnN","path:dme00970"
"4363","trnS2","path:dme00970"
"4364","trnE","path:dme00970"
"4365","trnF","path:dme00970"
"4366","trnH","path:dme00970"
"4367","trnT","path:dme00970"
"4368","trnP","path:dme00970"
"4369","trnS1","path:dme00970"
"4370","trnL2","path:dme00970"
"4371","trnV","path:dme00970"
"4372","CG10352","path:dme00981"
"4373","spo","path:dme00981"
"4374","dib","path:dme00981"
"4375","shd","path:dme00981"
"4376","sad","path:dme00981"
"4377","Jheh1","path:dme00981"
"4378","Jheh2","path:dme00981"
"4379","Jheh3","path:dme00981"
"4380","CG15739","path:dme00981"
"4381","jhamt","path:dme00981"
"4382","CG2680","path:dme00981"
"4383","nvd","path:dme00981"
"4384","spok","path:dme00981"
"4385","phm","path:dme00981"
"4386","Cyp18a1","path:dme00981"
"4387","Jhe","path:dme00981"
"4388","Eo","path:dme00981"
"4389","Est-P","path:dme00983"
"4390","Nlg4","path:dme00983"
"4391","CG3841","path:dme00983"
"4392","Est-6","path:dme00983"
"4393","CG15531","path:dme01040"
"4394","CG15531","path:dme01100"
"4395","CG15531","path:dme01212"
"4396","ScpX","path:dme01040"
"4397","ScpX","path:dme01100"
"4398","ScpX","path:dme01212"
"4399","ScpX","path:dme04146"
"4400","CG17597","path:dme01040"
"4401","CG17597","path:dme01100"
"4402","CG17597","path:dme01212"
"4403","CG17597","path:dme04146"
"4404","Mfe2","path:dme01040"
"4405","Mfe2","path:dme01100"
"4406","Mfe2","path:dme01212"
"4407","Mfe2","path:dme04146"
"4408","Desat1","path:dme01040"
"4409","Desat1","path:dme01100"
"4410","Desat1","path:dme01212"
"4411","Desat2","path:dme01040"
"4412","Desat2","path:dme01100"
"4413","Desat2","path:dme01212"
"4414","Fad2","path:dme01040"
"4415","Fad2","path:dme01100"
"4416","Fad2","path:dme01212"
"4417","CG8630","path:dme01040"
"4418","CG8630","path:dme01100"
"4419","CG8630","path:dme01212"
"4420","CG9743","path:dme01040"
"4421","CG9743","path:dme01100"
"4422","CG9743","path:dme01212"
"4423","CG9747","path:dme01040"
"4424","CG9747","path:dme01100"
"4425","CG9747","path:dme01212"
"4426","Prx2540-2","path:dme01100"
"4427","Prx2540-1","path:dme01100"
"4428","CG12896","path:dme01100"
"4429","CG31381","path:dme01100"
"4430","CG4390","path:dme01100"
"4431","CG4390","path:dme01200"
"4432","CG7724","path:dme01100"
"4433","Amacr","path:dme01100"
"4434","Amacr","path:dme04146"
"4435","Mdr65","path:dme02010"
"4436","CG10226","path:dme02010"
"4437","CG11069","path:dme02010"
"4438","Pmp70","path:dme02010"
"4439","Pmp70","path:dme04146"
"4440","Mrp4","path:dme02010"
"4441","CG1494","path:dme02010"
"4442","CG1494","path:dme03083"
"4443","ABCA","path:dme02010"
"4444","CG17646","path:dme02010"
"4445","CG1824","path:dme02010"
"4446","CG1824","path:dme04013"
"4447","ABCD","path:dme02010"
"4448","ABCD","path:dme04146"
"4449","Atet","path:dme02010"
"4450","CG31121","path:dme02010"
"4451","CG31213","path:dme02010"
"4452","CG3156","path:dme02010"
"4453","CG3164","path:dme00190"
"4454","CG3164","path:dme00190"
"4455","CG3164","path:dme01100"
"4456","CG3164","path:dme01100"
"4457","CG3164","path:dme02010"
"4458","CG31689","path:dme02010"
"4459","Eato","path:dme02010"
"4460","CG31792","path:dme02010"
"4461","CG31793","path:dme02010"
"4462","CG32091","path:dme02010"
"4463","E23","path:dme02010"
"4464","E23","path:dme04068"
"4465","E23","path:dme04122"
"4466","E23","path:dme04140"
"4467","E23","path:dme04150"
"4468","E23","path:dme04213"
"4469","Mdr49","path:dme02010"
"4470","Hmt-1","path:dme02010"
"4471","CG42816","path:dme02010"
"4472","CG4562","path:dme02010"
"4473","CG4822","path:dme02010"
"4474","CG5853","path:dme02010"
"4475","CG6052","path:dme02010"
"4476","MRP","path:dme02010"
"4477","CG7627","path:dme02010"
"4478","CG7806","path:dme02010"
"4479","ABCB7","path:dme02010"
"4480","Mdr50","path:dme02010"
"4481","l(2)03659","path:dme02010"
"4482","CG8908","path:dme02010"
"4483","CG9270","path:dme02010"
"4484","CG9663","path:dme02010"
"4485","CG9664","path:dme02010"
"4486","nop5","path:dme03008"
"4487","CG10214","path:dme03008"
"4488","Rat1","path:dme03008"
"4489","Rat1","path:dme03018"
"4490","l(2)k09022","path:dme03008"
"4491","CG10909","path:dme03008"
"4492","Rtc1","path:dme03008"
"4493","Rpp30","path:dme03008"
"4494","RIOK1","path:dme03008"
"4495","RIOK2","path:dme03008"
"4496","CG11920","path:dme03008"
"4497","l(2)05287","path:dme03008"
"4498","CG12301","path:dme03008"
"4499","CG12325","path:dme03008"
"4500","Nxt1","path:dme03008"
"4501","Nxt1","path:dme03013"
"4502","Nxt1","path:dme03015"
"4503","Mat89Ba","path:dme03008"
"4504","CG12877","path:dme03008"
"4505","CG13097","path:dme03008"
"4506","CG13185","path:dme03008"
"4507","emb","path:dme03008"
"4508","emb","path:dme03013"
"4509","emb","path:dme03250"
"4510","emb","path:dme04013"
"4511","Ssl","path:dme03008"
"4512","Ssl","path:dme03083"
"4513","Ssl","path:dme04137"
"4514","Ssl","path:dme04310"
"4515","Nop56","path:dme03008"
"4516","Ran","path:dme03008"
"4517","Ran","path:dme03010"
"4518","Ran","path:dme03013"
"4519","Ran","path:dme03250"
"4520","Ran","path:dme04068"
"4521","Ran","path:dme04150"
"4522","Ran","path:dme04213"
"4523","Pop5","path:dme03008"
"4524","Ns3","path:dme03008"
"4525","CkIIbeta","path:dme03008"
"4526","CkIIbeta","path:dme03083"
"4527","CkIIbeta","path:dme04137"
"4528","CkIIbeta","path:dme04310"
"4529","sbr","path:dme03008"
"4530","sbr","path:dme03013"
"4531","sbr","path:dme03015"
"4532","CG1671","path:dme03008"
"4533","CkIIalpha","path:dme03008"
"4534","CkIIalpha","path:dme04137"
"4535","CkIIalpha","path:dme04310"
"4536","eIF6","path:dme03008"
"4537","l(1)G0020","path:dme03008"
"4538","CG2972","path:dme03008"
"4539","CG30349","path:dme03008"
"4540","CG3071","path:dme03008"
"4541","nxf4","path:dme03008"
"4542","nxf4","path:dme03013"
"4543","nxf4","path:dme03015"
"4544","Nxf3","path:dme03008"
"4545","Nxf3","path:dme03013"
"4546","Nxf3","path:dme03015"
"4547","Ste12DOR","path:dme03008"
"4548","Ste12DOR","path:dme03083"
"4549","Ste12DOR","path:dme04137"
"4550","Ste12DOR","path:dme04310"
"4551","Pop1","path:dme03008"
"4552","pcm","path:dme03008"
"4553","pcm","path:dme03018"
"4554","CG33158","path:dme03008"
"4555","Ste:CG33236","path:dme03008"
"4556","Ste:CG33236","path:dme03083"
"4557","Ste:CG33236","path:dme04137"
"4558","Ste:CG33236","path:dme04310"
"4559","Ste:CG33237","path:dme03008"
"4560","Ste:CG33237","path:dme03083"
"4561","Ste:CG33237","path:dme04137"
"4562","Ste:CG33237","path:dme04310"
"4563","Ste:CG33238","path:dme03008"
"4564","Ste:CG33238","path:dme03083"
"4565","Ste:CG33238","path:dme04137"
"4566","Ste:CG33238","path:dme04310"
"4567","Ste:CG33239","path:dme03008"
"4568","Ste:CG33239","path:dme03083"
"4569","Ste:CG33239","path:dme04137"
"4570","Ste:CG33239","path:dme04310"
"4571","Ste:CG33240","path:dme03008"
"4572","Ste:CG33240","path:dme03083"
"4573","Ste:CG33240","path:dme04137"
"4574","Ste:CG33240","path:dme04310"
"4575","Ste:CG33241","path:dme03008"
"4576","Ste:CG33241","path:dme03083"
"4577","Ste:CG33241","path:dme04137"
"4578","Ste:CG33241","path:dme04310"
"4579","Ste:CG33242","path:dme03008"
"4580","Ste:CG33242","path:dme03083"
"4581","Ste:CG33242","path:dme04137"
"4582","Ste:CG33242","path:dme04310"
"4583","Ste:CG33243","path:dme03008"
"4584","Ste:CG33243","path:dme03083"
"4585","Ste:CG33243","path:dme04137"
"4586","Ste:CG33243","path:dme04310"
"4587","Ste:CG33244","path:dme03008"
"4588","Ste:CG33244","path:dme03083"
"4589","Ste:CG33244","path:dme04137"
"4590","Ste:CG33244","path:dme04310"
"4591","Ste:CG33245","path:dme03008"
"4592","Ste:CG33245","path:dme03083"
"4593","Ste:CG33245","path:dme04137"
"4594","Ste:CG33245","path:dme04310"
"4595","Ste:CG33246","path:dme03008"
"4596","Ste:CG33246","path:dme03083"
"4597","Ste:CG33246","path:dme04137"
"4598","Ste:CG33246","path:dme04310"
"4599","Ste:CG33247","path:dme03008"
"4600","Ste:CG33247","path:dme03083"
"4601","Ste:CG33247","path:dme04137"
"4602","Ste:CG33247","path:dme04310"
"4603","Nop60B","path:dme03008"
"4604","Nop60B","path:dme04013"
"4605","Nop60B","path:dme04068"
"4606","Nop60B","path:dme04214"
"4607","Nop60B","path:dme04391"
"4608","Nop60B","path:dme04624"
"4609","Rpp20","path:dme03008"
"4610","Nmd3","path:dme03008"
"4611","Nmd3","path:dme03013"
"4612","CG3527","path:dme03008"
"4613","hoip","path:dme03008"
"4614","hoip","path:dme03040"
"4615","Ns1","path:dme03008"
"4616","CG4038","path:dme03008"
"4617","CG40635","path:dme03008"
"4618","CG40635","path:dme03083"
"4619","CG40635","path:dme04137"
"4620","CG40635","path:dme04310"
"4621","SteXh:CG42398","path:dme03008"
"4622","SteXh:CG42398","path:dme03083"
"4623","SteXh:CG42398","path:dme04137"
"4624","SteXh:CG42398","path:dme04310"
"4625","prage","path:dme03008"
"4626","Bka","path:dme03008"
"4627","CG4806","path:dme03008"
"4628","CG4866","path:dme03008"
"4629","l(3)72Dn","path:dme03008"
"4630","NHP2","path:dme03008"
"4631","CG5776","path:dme03008"
"4632","Ns2","path:dme03008"
"4633","CG7246","path:dme03008"
"4634","CG7637","path:dme03008"
"4635","CG7728","path:dme03008"
"4636","Ran-like","path:dme03008"
"4637","Ran-like","path:dme03013"
"4638","Ran-like","path:dme03250"
"4639","wcd","path:dme03008"
"4640","Pop4","path:dme03008"
"4641","CG8064","path:dme03008"
"4642","Rexo5","path:dme03008"
"4643","CG8549","path:dme03008"
"4644","smid","path:dme03008"
"4645","drosha","path:dme03008"
"4646","Non1","path:dme03008"
"4647","CkIIbeta2","path:dme03008"
"4648","CkIIbeta2","path:dme03083"
"4649","CkIIbeta2","path:dme04137"
"4650","CkIIbeta2","path:dme04310"
"4651","CG9107","path:dme03008"
"4652","Rpp25","path:dme03008"
"4653","CG9799","path:dme03008"
"4654","Fib","path:dme03008"
"4655","5SrRNA:CR33353","path:dme03008"
"4656","5SrRNA:CR33353","path:dme03010"
"4657","5SrRNA:CR33354","path:dme03008"
"4658","5SrRNA:CR33354","path:dme03010"
"4659","5SrRNA:CR33355","path:dme03008"
"4660","5SrRNA:CR33355","path:dme03010"
"4661","5SrRNA:CR33357","path:dme03008"
"4662","5SrRNA:CR33357","path:dme03010"
"4663","5SrRNA:CR33358","path:dme03008"
"4664","5SrRNA:CR33358","path:dme03010"
"4665","5SrRNA:CR33359","path:dme03008"
"4666","5SrRNA:CR33359","path:dme03010"
"4667","5SrRNA:CR33360","path:dme03008"
"4668","5SrRNA:CR33360","path:dme03010"
"4669","5SrRNA:CR33361","path:dme03008"
"4670","5SrRNA:CR33361","path:dme03010"
"4671","5SrRNA:CR33362","path:dme03008"
"4672","5SrRNA:CR33362","path:dme03010"
"4673","5SrRNA:CR33364","path:dme03008"
"4674","5SrRNA:CR33364","path:dme03010"
"4675","5SrRNA:CR33365","path:dme03008"
"4676","5SrRNA:CR33365","path:dme03010"
"4677","5SrRNA:CR33366","path:dme03008"
"4678","5SrRNA:CR33366","path:dme03010"
"4679","5SrRNA:CR33367","path:dme03008"
"4680","5SrRNA:CR33367","path:dme03010"
"4681","5SrRNA:CR33368","path:dme03008"
"4682","5SrRNA:CR33368","path:dme03010"
"4683","5SrRNA:CR33369","path:dme03008"
"4684","5SrRNA:CR33369","path:dme03010"
"4685","5SrRNA:CR33370","path:dme03008"
"4686","5SrRNA:CR33370","path:dme03010"
"4687","5SrRNA:CR33372","path:dme03008"
"4688","5SrRNA:CR33372","path:dme03010"
"4689","5SrRNA:CR33373","path:dme03008"
"4690","5SrRNA:CR33373","path:dme03010"
"4691","5SrRNA:CR33374","path:dme03008"
"4692","5SrRNA:CR33374","path:dme03010"
"4693","5SrRNA:CR33375","path:dme03008"
"4694","5SrRNA:CR33375","path:dme03010"
"4695","5SrRNA:CR33376","path:dme03008"
"4696","5SrRNA:CR33376","path:dme03010"
"4697","5SrRNA:CR33377","path:dme03008"
"4698","5SrRNA:CR33377","path:dme03010"
"4699","5SrRNA:CR33378","path:dme03008"
"4700","5SrRNA:CR33378","path:dme03010"
"4701","5SrRNA:CR33379","path:dme03008"
"4702","5SrRNA:CR33379","path:dme03010"
"4703","5SrRNA:CR33380","path:dme03008"
"4704","5SrRNA:CR33380","path:dme03010"
"4705","5SrRNA:CR33381","path:dme03008"
"4706","5SrRNA:CR33381","path:dme03010"
"4707","5SrRNA:CR33382","path:dme03008"
"4708","5SrRNA:CR33382","path:dme03010"
"4709","5SrRNA:CR33383","path:dme03008"
"4710","5SrRNA:CR33383","path:dme03010"
"4711","5SrRNA:CR33384","path:dme03008"
"4712","5SrRNA:CR33384","path:dme03010"
"4713","5SrRNA:CR33385","path:dme03008"
"4714","5SrRNA:CR33385","path:dme03010"
"4715","5SrRNA:CR33386","path:dme03008"
"4716","5SrRNA:CR33386","path:dme03010"
"4717","5SrRNA:CR33387","path:dme03008"
"4718","5SrRNA:CR33387","path:dme03010"
"4719","5SrRNA:CR33388","path:dme03008"
"4720","5SrRNA:CR33388","path:dme03010"
"4721","5SrRNA:CR33389","path:dme03008"
"4722","5SrRNA:CR33389","path:dme03010"
"4723","5SrRNA:CR33390","path:dme03008"
"4724","5SrRNA:CR33390","path:dme03010"
"4725","5SrRNA:CR33391","path:dme03008"
"4726","5SrRNA:CR33391","path:dme03010"
"4727","5SrRNA:CR33392","path:dme03008"
"4728","5SrRNA:CR33392","path:dme03010"
"4729","5SrRNA:CR33393","path:dme03008"
"4730","5SrRNA:CR33393","path:dme03010"
"4731","5SrRNA:CR33394","path:dme03008"
"4732","5SrRNA:CR33394","path:dme03010"
"4733","5SrRNA:CR33395","path:dme03008"
"4734","5SrRNA:CR33395","path:dme03010"
"4735","5SrRNA:CR33396","path:dme03008"
"4736","5SrRNA:CR33396","path:dme03010"
"4737","5SrRNA:CR33397","path:dme03008"
"4738","5SrRNA:CR33397","path:dme03010"
"4739","5SrRNA:CR33398","path:dme03008"
"4740","5SrRNA:CR33398","path:dme03010"
"4741","5SrRNA:CR33399","path:dme03008"
"4742","5SrRNA:CR33399","path:dme03010"
"4743","5SrRNA:CR33400","path:dme03008"
"4744","5SrRNA:CR33400","path:dme03010"
"4745","5SrRNA:CR33401","path:dme03008"
"4746","5SrRNA:CR33401","path:dme03010"
"4747","5SrRNA:CR33402","path:dme03008"
"4748","5SrRNA:CR33402","path:dme03010"
"4749","5SrRNA:CR33403","path:dme03008"
"4750","5SrRNA:CR33403","path:dme03010"
"4751","5SrRNA:CR33404","path:dme03008"
"4752","5SrRNA:CR33404","path:dme03010"
"4753","5SrRNA:CR33405","path:dme03008"
"4754","5SrRNA:CR33405","path:dme03010"
"4755","5SrRNA:CR33406","path:dme03008"
"4756","5SrRNA:CR33406","path:dme03010"
"4757","5SrRNA:CR33407","path:dme03008"
"4758","5SrRNA:CR33407","path:dme03010"
"4759","5SrRNA:CR33408","path:dme03008"
"4760","5SrRNA:CR33408","path:dme03010"
"4761","5SrRNA:CR33409","path:dme03008"
"4762","5SrRNA:CR33409","path:dme03010"
"4763","5SrRNA:CR33410","path:dme03008"
"4764","5SrRNA:CR33410","path:dme03010"
"4765","5SrRNA:CR33411","path:dme03008"
"4766","5SrRNA:CR33411","path:dme03010"
"4767","5SrRNA:CR33412","path:dme03008"
"4768","5SrRNA:CR33412","path:dme03010"
"4769","5SrRNA:CR33413","path:dme03008"
"4770","5SrRNA:CR33413","path:dme03010"
"4771","5SrRNA:CR33414","path:dme03008"
"4772","5SrRNA:CR33414","path:dme03010"
"4773","5SrRNA:CR33415","path:dme03008"
"4774","5SrRNA:CR33415","path:dme03010"
"4775","5SrRNA:CR33417","path:dme03008"
"4776","5SrRNA:CR33417","path:dme03010"
"4777","5SrRNA:CR33418","path:dme03008"
"4778","5SrRNA:CR33418","path:dme03010"
"4779","5SrRNA:CR33419","path:dme03008"
"4780","5SrRNA:CR33419","path:dme03010"
"4781","5SrRNA:CR33420","path:dme03008"
"4782","5SrRNA:CR33420","path:dme03010"
"4783","5SrRNA:CR33421","path:dme03008"
"4784","5SrRNA:CR33421","path:dme03010"
"4785","5SrRNA:CR33422","path:dme03008"
"4786","5SrRNA:CR33422","path:dme03010"
"4787","5SrRNA:CR33423","path:dme03008"
"4788","5SrRNA:CR33423","path:dme03010"
"4789","5SrRNA:CR33424","path:dme03008"
"4790","5SrRNA:CR33424","path:dme03010"
"4791","5SrRNA:CR33425","path:dme03008"
"4792","5SrRNA:CR33425","path:dme03010"
"4793","5SrRNA:CR33426","path:dme03008"
"4794","5SrRNA:CR33426","path:dme03010"
"4795","5SrRNA:CR33427","path:dme03008"
"4796","5SrRNA:CR33427","path:dme03010"
"4797","5SrRNA:CR33428","path:dme03008"
"4798","5SrRNA:CR33428","path:dme03010"
"4799","5SrRNA:CR33429","path:dme03008"
"4800","5SrRNA:CR33429","path:dme03010"
"4801","5SrRNA:CR33430","path:dme03008"
"4802","5SrRNA:CR33430","path:dme03010"
"4803","5SrRNA:CR33431","path:dme03008"
"4804","5SrRNA:CR33431","path:dme03010"
"4805","5SrRNA:CR33432","path:dme03008"
"4806","5SrRNA:CR33432","path:dme03010"
"4807","5SrRNA:CR33433","path:dme03008"
"4808","5SrRNA:CR33433","path:dme03010"
"4809","5SrRNA:CR33434","path:dme03008"
"4810","5SrRNA:CR33434","path:dme03010"
"4811","5SrRNA:CR33435","path:dme03008"
"4812","5SrRNA:CR33435","path:dme03010"
"4813","5SrRNA:CR33436","path:dme03008"
"4814","5SrRNA:CR33436","path:dme03010"
"4815","5SrRNA:CR33437","path:dme03008"
"4816","5SrRNA:CR33437","path:dme03010"
"4817","5SrRNA:CR33438","path:dme03008"
"4818","5SrRNA:CR33438","path:dme03010"
"4819","5SrRNA:CR33439","path:dme03008"
"4820","5SrRNA:CR33439","path:dme03010"
"4821","5SrRNA:CR33440","path:dme03008"
"4822","5SrRNA:CR33440","path:dme03010"
"4823","5SrRNA:CR33441","path:dme03008"
"4824","5SrRNA:CR33441","path:dme03010"
"4825","5SrRNA:CR33442","path:dme03008"
"4826","5SrRNA:CR33442","path:dme03010"
"4827","5SrRNA:CR33443","path:dme03008"
"4828","5SrRNA:CR33443","path:dme03010"
"4829","5SrRNA:CR33444","path:dme03008"
"4830","5SrRNA:CR33444","path:dme03010"
"4831","5SrRNA:CR33445","path:dme03008"
"4832","5SrRNA:CR33445","path:dme03010"
"4833","5SrRNA:CR33446","path:dme03008"
"4834","5SrRNA:CR33446","path:dme03010"
"4835","5SrRNA:CR33447","path:dme03008"
"4836","5SrRNA:CR33447","path:dme03010"
"4837","5SrRNA:CR33448","path:dme03008"
"4838","5SrRNA:CR33448","path:dme03010"
"4839","5SrRNA:CR33449","path:dme03008"
"4840","5SrRNA:CR33449","path:dme03010"
"4841","5SrRNA:CR33450","path:dme03008"
"4842","5SrRNA:CR33450","path:dme03010"
"4843","5SrRNA:CR33451","path:dme03008"
"4844","5SrRNA:CR33451","path:dme03010"
"4845","5SrRNA:CR33452","path:dme03008"
"4846","5SrRNA:CR33452","path:dme03010"
"4847","snoRNA:U3:54Ab","path:dme03008"
"4848","snoRNA:U3:9B","path:dme03008"
"4849","RNaseMRP:RNA","path:dme03008"
"4850","snoRNA:U3:54Aa","path:dme03008"
"4851","5.8SrRNA:CR40454","path:dme03008"
"4852","5.8SrRNA:CR40454","path:dme03010"
"4853","18SrRNA:CR41548","path:dme03008"
"4854","18SrRNA:CR41548","path:dme03010"
"4855","18SrRNA:CR45838","path:dme03008"
"4856","18SrRNA:CR45838","path:dme03010"
"4857","5.8SrRNA:CR45839","path:dme03008"
"4858","5.8SrRNA:CR45839","path:dme03010"
"4859","18SrRNA:CR45841","path:dme03008"
"4860","18SrRNA:CR45841","path:dme03010"
"4861","5.8SrRNA:CR45842","path:dme03008"
"4862","5.8SrRNA:CR45842","path:dme03010"
"4863","28SrRNA:CR45844","path:dme03008"
"4864","28SrRNA:CR45844","path:dme03010"
"4865","5.8SrRNA:CR45852","path:dme03008"
"4866","5.8SrRNA:CR45852","path:dme03010"
"4867","RpL29","path:dme03010"
"4868","RpS26","path:dme03010"
"4869","RpS27","path:dme03010"
"4870","mRpL13","path:dme03010"
"4871","RpL30","path:dme03010"
"4872","RpS6","path:dme03010"
"4873","RpS6","path:dme04150"
"4874","mRpL20","path:dme03010"
"4875","RpS12","path:dme03010"
"4876","RpS4","path:dme03010"
"4877","mRpL10","path:dme03010"
"4878","RpL6","path:dme03010"
"4879","mRpL32","path:dme03010"
"4880","RpS10a","path:dme03010"
"4881","RpS15Ab","path:dme03010"
"4882","mRpL18","path:dme03010"
"4883","RpL8","path:dme03010"
"4884","RpL28","path:dme03010"
"4885","RpL21","path:dme03010"
"4886","mRpL23","path:dme03010"
"4887","RpS13","path:dme03010"
"4888","mRpL35","path:dme03010"
"4889","mRpL17","path:dme03010"
"4890","mRpL14","path:dme03010"
"4891","RpS10b","path:dme03010"
"4892","RpL13A","path:dme03010"
"4893","RpL13A","path:dme04144"
"4894","sta","path:dme03010"
"4895","mRpS6","path:dme03010"
"4896","RpS14a","path:dme03010"
"4897","RpS14b","path:dme03010"
"4898","RpS14b","path:dme04080"
"4899","RpL27A","path:dme03010"
"4900","RpS28a","path:dme03010"
"4901","RpS20","path:dme03010"
"4902","RpS30","path:dme03010"
"4903","RpL15","path:dme03010"
"4904","RpL5","path:dme03010"
"4905","RpL10","path:dme03010"
"4906","RpL38","path:dme03010"
"4907","RpL31","path:dme03010"
"4908","RpL31","path:dme04080"
