FBgn,Symbol,Fbab
FBgn0039020,lncRNA:CR45500,FBab0046795
FBgn0031955,His4:CG33897,FBab0046795
FBgn0020642,GatB,FBab0046795
FBgn0266845,Menl-2,FBab0046795
FBgn0039212,CG9967,FBab0046795
FBgn0011958,CG16815,FBab0046795
FBgn0033501,Adgf-A,FBab0046795
FBgn0038943,CG1213,FBab0046795
FBgn0034251,Snrnp25,FBab0046795
FBgn0003390,mRpS34,FBab0046795
FBgn0026190,5SrRNA:CR33435,FBab0046795
FBgn0053360,CG14566,FBab0046795
FBgn0035262,alpha-Est5,FBab0046795
FBgn0051525,asrij,FBab0046795
FBgn0032298,r-cup,FBab0046795
FBgn0011020,lncRNA:CR46211,FBab0046795
FBgn0032084,Cyp4aa1,FBab0046795
FBgn0015797,Gr57a,FBab0046795
FBgn0036591,pippin,FBab0046795
FBgn0030278,CG4707,FBab0046795
FBgn0263000,asRNA:CR46194,FBab0046795
FBgn0028864,Gale,FBab0046795
FBgn0030893,CG44622,FBab0046795
FBgn0037202,lncRNA:CR46410,FBab0046795
FBgn0050161,tRNA:Ser-TGA-2-1,FBab0046795
FBgn0034722,osi,FBab0046795
FBgn0031655,CCDC151,FBab0046795
FBgn0265422,CG9777,FBab0046795
FBgn0026060,tRNA:Leu-TAG-1-1,FBab0046795
FBgn0265081,Pfdn6,FBab0046795
FBgn0033737,Secp43,FBab0046795
FBgn0029114,GlcAT-I,FBab0046795
FBgn0284232,Cul3,FBab0046795
FBgn0085282,Mkp,FBab0046795
FBgn0035495,CG17361,FBab0046795
FBgn0031621,CG32793,FBab0046795
FBgn0004179,Boh2,FBab0046795
FBgn0036768,Or49b,FBab0046795
FBgn0031868,CG33688,FBab0046795
FBgn0051086,PK2-R1,FBab0046795
FBgn0051081,mTerf3,FBab0046795
FBgn0053432,asRNA:CR44961,FBab0046795
FBgn0039050,PpN58A,FBab0046795
FBgn0033942,CG8860,FBab0046795
FBgn0004620,Clbn,FBab0046795
FBgn0034692,snRNA:U2:34ABb,FBab0046795
FBgn0037849,CG8517,FBab0046795
FBgn0038130,Abl,FBab0046795
FBgn0031990,Hira,FBab0038024
FBgn0053111,CG13308,FBab0038024
FBgn0001079,whip,FBab0038024
FBgn0265938,lncRNA:CR46100,FBab0038024
FBgn0262816,CG43740,FBab0038024
FBgn0030366,CG3473,FBab0038024
FBgn0030778,NPF,FBab0038024
FBgn0039170,CG31139,FBab0038024
FBgn0036039,CG44242,FBab0038024
FBgn0032094,CG42271,FBab0038024
FBgn0053728,WDR79,FBab0038024
FBgn0036191,Vha100-5,FBab0038024
FBgn0031800,CG5543,FBab0038024
FBgn0052023,CG16989,FBab0038024
FBgn0038068,CG15891,FBab0038024
FBgn0265416,Cyp6a18,FBab0038024
FBgn0004401,snoRNA:CD13,FBab0038024
FBgn0030293,Pex7,FBab0038024
FBgn0035426,Acbp4,FBab0038024
FBgn0000565,Tep5Psi,FBab0038024
FBgn0037115,noc,FBab0038024
FBgn0038944,CG43895,FBab0038024
FBgn0030887,CG15423,FBab0038024
FBgn0033272,Con,FBab0038024
FBgn0051627,AsnS,FBab0038024
FBgn0283626,tRNA:Pro-AGG-1-5,FBab0038024
FBgn0053397,Ing3,FBab0038024
FBgn0034976,CG12107,FBab0038024
FBgn0020429,CG12522,FBab0038024
FBgn0039217,mir-2b-1,FBab0038024
FBgn0037060,cg,FBab0038024
FBgn0036323,CG18547,FBab0038024
FBgn0036263,knrl,FBab0038024
FBgn0023197,Drep3,FBab0038024
FBgn0031318,mth,FBab0038024
FBgn0267924,Pyk,FBab0038024
FBgn0004449,lncRNA:CR44489,FBab0038024
FBgn0050499,Lasp,FBab0038024
FBgn0037011,Pat1,FBab0038024
FBgn0262030,CG30340,FBab0038024
FBgn0047178,CG10841,FBab0038024
FBgn0023522,CG7824,FBab0038024
FBgn0054045,CG10208,FBab0038024
FBgn0031657,CG10307,FBab0038024
FBgn0037199,nompB,FBab0038024
FBgn0035077,Or46a,FBab0038024
FBgn0029067,CG14313,FBab0038024
FBgn0051675,Naa35,FBab0038024
FBgn0011336,CG32834,FBab0038024
FBgn0260233,moon,FBab0038075
FBgn0029898,CG13323,FBab0038075
FBgn0004893,lncRNA:CR42765,FBab0038075
FBgn0040338,GABA-B-R1,FBab0038075
FBgn0084008,mir-281-2,FBab0038075
FBgn0264994,Acbp3,FBab0038075
FBgn0010501,asRNA:CR43259,FBab0038075
FBgn0003373,Nup75,FBab0038075
FBgn0286872,dyl,FBab0038075
FBgn0083950,BicD,FBab0038075
FBgn0267459,CG7557,FBab0038075
FBgn0260997,angel,FBab0038075
FBgn0033639,asRNA:CR44049,FBab0038075
FBgn0260768,lncRNA:CR45193,FBab0038075
FBgn0015019,jumu,FBab0038075
FBgn0264510,5SrRNA:CR33423,FBab0038075
FBgn0052029,sncRNA:430m,FBab0038075
FBgn0266392,Pcb,FBab0038075
FBgn0001254,CG9628,FBab0038075
FBgn0023174,CG14606,FBab0038075
FBgn0032348,CG8300,FBab0038075
FBgn0032122,dao,FBab0038075
FBgn0041004,frc,FBab0038075
FBgn0264952,rogdi,FBab0038075
FBgn0034989,CecB,FBab0038075
FBgn0262354,CG15531,FBab0038075
FBgn0038065,Ar6,FBab0038075
FBgn0034535,Ostm1,FBab0038075
FBgn0261938,lncRNA:CR44202,FBab0038075
FBgn0054043,CG13438,FBab0038075
FBgn0265983,tRNA:Lys-CTT-1-8,FBab0038075
FBgn0262099,Bulli,FBab0038037
FBgn0051908,lncRNA:CR43334,FBab0038037
FBgn0261445,CG8097,FBab0038037
FBgn0261363,CG32298,FBab0038037
FBgn0038088,CG12909,FBab0038037
FBgn0032694,CG33700,FBab0038037
FBgn0083046,asRNA:CR46137,FBab0038037
FBgn0261090,Cdep,FBab0038037
FBgn0050235,fzo,FBab0038037
FBgn0039006,tRNA:Val-TAC-1-2,FBab0038037
FBgn0004118,CG31775,FBab0038037
FBgn0011726,tRNA:Gly-GCC-1-11,FBab0038037
FBgn0050390,His2B:CG33884,FBab0038037
FBgn0028909,mir-4986,FBab0038037
FBgn0086659,CG16888,FBab0038037
FBgn0052196,CG42376,FBab0038037
FBgn0051087,CG9903,FBab0038037
FBgn0051896,Mrp5,FBab0038037
FBgn0270926,beat-IIIb,FBab0038037
FBgn0052761,lncRNA:CR46196,FBab0038037
FBgn0030403,lncRNA:CR44324,FBab0038037
FBgn0034687,MsR2,FBab0044866
FBgn0039730,CG31437,FBab0044866
FBgn0266917,lncRNA:CR43635,FBab0044866
FBgn0037368,Mgtor,FBab0044866
FBgn0051202,Mks1,FBab0044866
FBgn0038455,tRNA:Asp-GTC-1-2,FBab0044866
FBgn0003312,CG13739,FBab0044866
FBgn0041105,CG14401,FBab0044866
FBgn0052984,Jon99Fi,FBab0044866
FBgn0029922,Cda5,FBab0044866
FBgn0051697,CG14406,FBab0044866
FBgn0016701,His3:CG33824,FBab0044866
FBgn0034494,5SrRNA:CR33422,FBab0044866
FBgn0000052,CG42852,FBab0044866
FBgn0263655,CG1143,FBab0044866
FBgn0051510,GluRIIA,FBab0044866
FBgn0032922,CG13676,FBab0044866
FBgn0050091,CG1092,FBab0044866
FBgn0264791,CR33318,FBab0044866
FBgn0010488,CG17192,FBab0044872
FBgn0265546,lncRNA:CR45203,FBab0044872
FBgn0053503,mus312,FBab0044872
FBgn0004395,lncRNA:CR44744,FBab0044872
FBgn0027570,CG43095,FBab0044872
FBgn0263120,CG5608,FBab0044872
FBgn0266751,Adcy1,FBab0044872
FBgn0029990,asRNA:CR44035,FBab0044872
FBgn0033413,lncRNA:CR43847,FBab0044872
FBgn0039291,Spn42Db,FBab0044872
FBgn0024956,CG15522,FBab0044872
FBgn0265850,Pef,FBab0044872
FBgn0003396,tRNA:Glu-CTC-3-2,FBab0044872
FBgn0033294,CG42464,FBab0044872
FBgn0031049,asRNA:CR44910,FBab0044872
FBgn0033041,CG5597,FBab0044872
FBgn0262699,bnl,FBab0044872
FBgn0261703,Ars2,FBab0044872
FBgn0263543,CG14448,FBab0044872
FBgn0264515,CG33775,FBab0044872
FBgn0004425,Cht2,FBab0044872
FBgn0037122,Hsc70-3,FBab0044872
FBgn0034566,lncRNA:CR43988,FBab0044872
FBgn0263973,DIP-eta,FBab0044872
FBgn0028862,CG33523,FBab0044872
FBgn0267455,CG43294,FBab0044872
FBgn0015754,CG34332,FBab0044872
FBgn0031677,CG9646,FBab0044872
FBgn0035272,lncRNA:CR43613,FBab0044872
FBgn0000017,Rab3GAP1,FBab0044872
FBgn0036663,CG30486,FBab0044872
FBgn0037924,mir-964,FBab0044872
FBgn0050454,Tsp42Eo,FBab0044872
FBgn0039369,lncRNA:CR44526,FBab0044872
FBgn0267167,ND-B16.6,FBab0044872
FBgn0261857,Ufsp2,FBab0044872
FBgn0036813,lncRNA:CR45456,FBab0044872
FBgn0267230,cert,FBab0044872
FBgn0263396,tomboy40,FBab0044872
FBgn0266672,CG6592,FBab0044872
FBgn0014135,lncRNA:CR43266,FBab0044872
FBgn0052758,comr,FBab0044872
FBgn0267959,lncRNA:CR44591,FBab0044872
FBgn0010808,Drak,FBab0044872
FBgn0264844,asRNA:CR45970,FBab0044872
FBgn0037857,SA2,FBab0044872
FBgn0053236,CG14495,FBab0044872
FBgn0034703,wek,FBab0044872
FBgn0053233,CG42597,FBab0044872
FBgn0020633,Gen,FBab0044872
FBgn0039038,LUBEL,FBab0044872
FBgn0085736,fs(1)M3,FBab0044872
FBgn0286818,lncRNA:CR45381,FBab0044872
FBgn0032856,CG10904,FBab0044872
FBgn0039089,Pex14,FBab0044872
FBgn0034456,CG13324,FBab0044872
FBgn0031580,mir-4962,FBab0044872
FBgn0262733,CG33723,FBab0044872
FBgn0261526,CG46320,FBab0044872
FBgn0085360,lncRNA:CR45407,FBab0044872
FBgn0052137,lncRNA:CR43146,FBab0044872
FBgn0004914,CG13850,FBab0044872
FBgn0086027,snoRNA:CD28a,FBab0044872
FBgn0053451,CG8064,FBab0044872
FBgn0029854,lncRNA:CR44308,FBab0044872
FBgn0051220,CG46310,FBab0044872
FBgn0263096,CCHa2-R,FBab0044872
FBgn0267254,Adf1,FBab0044872
FBgn0261995,CG3032,FBab0044872
FBgn0041184,Acp32CD,FBab0044872
FBgn0037506,Neurochondrin,FBab0044872
FBgn0030004,tRNA:Asn-GTT-1-6,FBab0044872
FBgn0035458,CG7394,FBab0044872
FBgn0260713,lncRNA:let7C,FBab0044872
FBgn0038742,eg,FBab0044872
FBgn0265910,CG33758,FBab0044872
FBgn0034105,Capr,FBab0044872
FBgn0037796,lncRNA:CR45241,FBab0044872
FBgn0001259,CR43186,FBab0044872
FBgn0053080,Prosalpha1R,FBab0044872
FBgn0053732,CR42545,FBab0044872
FBgn0264958,CG13154,FBab0044872
FBgn0033491,nop5,FBab0044872
FBgn0023076,fry,FBab0044872
FBgn0031309,CG10383,FBab0044872
FBgn0266150,betaNACtes3,FBab0044872
FBgn0037018,nmdyn-D6,FBab0044872
FBgn0267137,Yif1,FBab0044872
FBgn0027529,CG9759,FBab0044872
FBgn0261397,BBS5,FBab0044872
FBgn0034883,CG14572,FBab0044872
FBgn0260487,CG13245,FBab0044872
FBgn0031279,Mettl2,FBab0044872
FBgn0038282,CG14234,FBab0044872
FBgn0034789,lncRNA:CR45039,FBab0044872
FBgn0267760,cato,FBab0044872
FBgn0020910,eIF3d2,FBab0044872
FBgn0263413,Ir7f,FBab0044872
FBgn0266095,CG33288,FBab0044872
FBgn0035607,CG1409,FBab0044872
FBgn0036655,CG6961,FBab0044872
FBgn0032472,lncRNA:CR32773,FBab0044872
FBgn0265927,lncRNA:CR45921,FBab0044872
FBgn0266950,lncRNA:CR45328,FBab0044872
FBgn0264678,CG34168,FBab0044872
FBgn0262559,Uhg1,FBab0044872
FBgn0034194,Snap25,FBab0044872
FBgn0263595,Prat,FBab0044872
FBgn0260720,lncRNA:CR43357,FBab0044872
FBgn0283434,Ptp10D,FBab0044872
FBgn0262290,ND-49L,FBab0044872
FBgn0266429,repo,FBab0044872
FBgn0262213,CG8299,FBab0044872
FBgn0266790,Scp2,FBab0044872
FBgn0003882,SCCRO,FBab0044872
FBgn0036206,Not10,FBab0045040
FBgn0261268,CG18538,FBab0045040
FBgn0035922,kug,FBab0045040
FBgn0000635,E(spl)m3-HLH,FBab0045040
FBgn0041096,rin,FBab0045040
FBgn0263391,lncRNA:CR44889,FBab0045040
FBgn0086254,HP4,FBab0045040
FBgn0022097,CG33665,FBab0045040
FBgn0263511,aurA,FBab0045040
FBgn0031907,mthl15,FBab0045040
FBgn0030573,Fdh,FBab0045040
FBgn0053383,Nph,FBab0045040
FBgn0050286,Pi3K92E,FBab0045040
FBgn0034943,tRNA:Leu-TAG-1-2,FBab0045040
FBgn0035490,CG33107,FBab0045040
FBgn0262448,Ir87a,FBab0045040
FBgn0005596,tRNA:Glu-TTC-1-6,FBab0045040
FBgn0002573,DCP1,FBab0045040
FBgn0030558,Cad89D,FBab0045040
FBgn0262436,Eglp2,FBab0045040
FBgn0027500,asRNA:CR45481,FBab0045040
FBgn0289744,CG44329,FBab0045040
FBgn0263474,CG18675,FBab0045040
FBgn0263494,Phgdh,FBab0045040
FBgn0035572,MED28,FBab0045040
FBgn0053060,lncRNA:CR44825,FBab0045040
FBgn0051274,lncRNA:CR46455,FBab0045040
FBgn0035603,CG10702,FBab0045040
FBgn0035760,CG3788,FBab0045040
FBgn0087007,CG14071,FBab0045040
FBgn0263930,CG34428,FBab0045040
FBgn0004419,Prosbeta6,FBab0045040
FBgn0264922,Tsp66E,FBab0045040
FBgn0262947,CG10731,FBab0045040
FBgn0011592,Zn72D,FBab0045040
FBgn0003210,Desat2,FBab0045040
FBgn0029839,ste24a,FBab0045040
FBgn0265838,snoRNA:CD47,FBab0045040
FBgn0036141,dom,FBab0045040
FBgn0036842,5SrRNA:CR33446,FBab0045040
FBgn0263246,CG14631,FBab0045040
FBgn0264302,Elba3,FBab0045040
FBgn0013771,tRNA:Val-CAC-2-1,FBab0045040
FBgn0266327,PH4alphaMP,FBab0045040
FBgn0002778,obst-A,FBab0045040
FBgn0058298,Dhdds,FBab0045040
FBgn0038467,Mon1,FBab0045040
FBgn0026379,r,FBab0045040
FBgn0032312,dgt3,FBab0045040
FBgn0266008,CG43439,FBab0045040
FBgn0001325,lncRNA:CR43807,FBab0045040
FBgn0050429,CG4269,FBab0045040
FBgn0002772,CG31345,FBab0045040
FBgn0051439,CG3588,FBab0045040
FBgn0030241,Slc25A46b,FBab0045040
FBgn0261581,fus,FBab0045040
FBgn0085337,Eig71Ed,FBab0045040
FBgn0265468,CG34242,FBab0045040
FBgn0053315,Set1,FBab0045040
FBgn0036422,CG15059,FBab0045040
FBgn0035325,CG11679,FBab0045040
FBgn0082971,Golgin84,FBab0045040
FBgn0030647,dop,FBab0045040
FBgn0037483,CG43110,FBab0045040
FBgn0266253,lncRNA:CR44734,FBab0045040
FBgn0265041,Hsp70Aa,FBab0045040
FBgn0036975,His2B:CG33908,FBab0045040
FBgn0030742,Dus3,FBab0045040
FBgn0013277,Ufsp1,FBab0045040
FBgn0032596,CG13585,FBab0045040
FBgn0031312,homer,FBab0045040
FBgn0052601,Oamb,FBab0045040
FBgn0016978,CG16825,FBab0045040
FBgn0261858,lncRNA:CR46214,FBab0045040
FBgn0262849,nrv2,FBab0045040
FBgn0086448,lncRNA:CR44863,FBab0045040
FBgn0035161,tRNA:Ser-CGA-1-4,FBab0045040
FBgn0267570,nonC,FBab0045040
FBgn0053838,lectin-21Ca,FBab0045044
FBgn0035631,CG15239,FBab0045044
FBgn0039378,lncRNA:CR45414,FBab0045044
FBgn0267757,lncRNA:CR43285,FBab0045044
FBgn0030607,SPE,FBab0045044
FBgn0283678,lncRNA:CR44565,FBab0045044
FBgn0032305,Imzf,FBab0045044
FBgn0031772,Or67b,FBab0045044
FBgn0053743,CG31495,FBab0045044
FBgn0267140,Acsx5,FBab0045044
FBgn0287454,Esyt2,FBab0045044
FBgn0033953,HnRNP-K,FBab0045044
FBgn0261530,Phm,FBab0045044
FBgn0035845,D19B,FBab0045044
FBgn0003134,CG13991,FBab0045044
FBgn0263987,DIP-epsilon,FBab0045044
FBgn0266868,Spn42Da,FBab0045044
FBgn0051268,lncRNA:CR45416,FBab0045044
FBgn0262530,asRNA:CR44995,FBab0045044
FBgn0037540,tRNA:Pro-CGG-3-1,FBab0045044
FBgn0010894,OstDelta,FBab0045044
FBgn0035847,DnaJ-H,FBab0045044
FBgn0053878,Non2,FBab0045044
FBgn0040376,CG31650,FBab0045044
FBgn0267530,Dh31,FBab0045044
FBgn0287614,CAH13,FBab0045044
FBgn0028506,Hrb87F,FBab0045044
FBgn0010772,asRNA:CR44130,FBab0045044
FBgn0260764,lncRNA:CR44738,FBab0045044
FBgn0011849,CG13403,FBab0045044
FBgn0033547,CG13312,FBab0045044
FBgn0030087,pix,FBab0045044
FBgn0053095,snRNA:7SKa,FBab0045044
FBgn0030886,lncRNA:CR45547,FBab0045044
FBgn0036681,wisp,FBab0045044
FBgn0267543,CG32819,FBab0045044
FBgn0033599,CG6055,FBab0045044
FBgn0266986,Nplp3,FBab0045044
FBgn0036433,CG13437,FBab0045044
FBgn0015801,Septin5,FBab0045044
FBgn0029882,tRNA:Gly-TCC-1-2,FBab0045044
FBgn0024921,Spn,FBab0045044
FBgn0029525,Lcp65Ac,FBab0045044
FBgn0032491,snRNA:U2:14B,FBab0045044
FBgn0005654,CG15254,FBab0045044
FBgn0261996,RpL37A,FBab0045044
FBgn0035317,Pp2C1,FBab0045044
FBgn0050278,tRNA:Phe-GAA-1-7,FBab0045044
FBgn0262478,lncRNA:CR44782,FBab0045044
FBgn0050195,CG9192,FBab0045044
FBgn0265876,CG14229,FBab0045044
FBgn0023143,snRNA:U1:21D,FBab0045044
FBgn0260231,asRNA:CR44427,FBab0045044
FBgn0053017,CG42540,FBab0045044
FBgn0030290,Rpn12,FBab0045044
FBgn0267148,Gli,FBab0045044
FBgn0029993,Ptip,FBab0045044
FBgn0266766,lncRNA:CR44184,FBab0045044
FBgn0265798,lncRNA:CR43973,FBab0045048
FBgn0267544,Ir10a,FBab0045048
FBgn0038424,asRNA:CR46069,FBab0045048
FBgn0028622,SP1029,FBab0045048
FBgn0030743,CG14315,FBab0045048
FBgn0261807,Moe,FBab0045048
FBgn0261436,Alh,FBab0045048
FBgn0035218,lncRNA:CR44672,FBab0045048
FBgn0032075,Acp98AB,FBab0045048
FBgn0004188,tamo,FBab0045048
FBgn0082930,lncRNA:CR45287,FBab0045048
FBgn0039521,lncRNA:CR44279,FBab0045048
FBgn0030262,lncRNA:CR43631,FBab0045048
FBgn0036620,CG34049,FBab0045048
FBgn0036203,lncRNA:CR45692,FBab0045048
FBgn0035016,l(2)10685,FBab0045048
FBgn0033079,Cp16,FBab0045048
FBgn0036492,CG1847,FBab0045048
FBgn0259111,mld,FBab0045048
FBgn0287462,CG14708,FBab0045048
FBgn0036043,Cpr97Eb,FBab0045048
FBgn0267007,CG43438,FBab0045048
FBgn0050220,mRpL18,FBab0045048
FBgn0267813,mnd,FBab0045048
FBgn0035145,twe,FBab0045048
FBgn0000158,CR46447,FBab0045048
FBgn0267735,Plc21C,FBab0045048
FBgn0267017,CG3589,FBab0045048
FBgn0265904,Snx16,FBab0045048
FBgn0052481,lncRNA:CR46002,FBab0045048
FBgn0034529,side-III,FBab0045048
FBgn0040985,CG15533,FBab0045048
FBgn0029522,CR46300,FBab0045048
FBgn0050471,tRNA:Gly-TCC-2-1,FBab0045048
FBgn0036180,lncRNA:CR45404,FBab0045048
FBgn0031630,tRNA:Leu-CAG-1-8,FBab0045048
FBgn0016131,CG8281,FBab0045048
FBgn0027660,CG14354,FBab0045048
FBgn0267602,CG32085,FBab0045160
FBgn0259748,His3:CG33857,FBab0045160
FBgn0035069,asRNA:CR45144,FBab0045160
FBgn0053391,CG15824,FBab0045160
FBgn0000173,lncRNA:CR43337,FBab0045160
FBgn0052243,CG3009,FBab0045160
FBgn0033261,CG4860,FBab0045160
FBgn0262458,lncRNA:CR43247,FBab0045160
FBgn0265178,CG32591,FBab0045160
FBgn0031281,CG34163,FBab0045160
FBgn0262256,mRpS9,FBab0045160
FBgn0031047,lncRNA:CR46414,FBab0045160
FBgn0267225,crim,FBab0045160
FBgn0027495,lncRNA:CR44632,FBab0045160
FBgn0043884,Ugt35A1,FBab0045160
FBgn0042092,CG10337,FBab0045160
FBgn0265144,CG15014,FBab0045160
FBgn0053221,Cpr57A,FBab0045160
FBgn0062440,Proc-R,FBab0045160
FBgn0031566,CG42360,FBab0045160
FBgn0000551,fit,FBab0045160
FBgn0287234,lncRNA:CR45291,FBab0045160
FBgn0015568,mRpL17,FBab0045160
FBgn0032805,CG30054,FBab0045160
FBgn0264295,Ank2,FBab0045160
FBgn0028476,Ance-2,FBab0045160
FBgn0014011,crp,FBab0045160
FBgn0265935,swa,FBab0045160
FBgn0039373,PolG2,FBab0045160
FBgn0039685,CG9084,FBab0045160
FBgn0035179,CG31093,FBab0045160
FBgn0000180,CG45078,FBab0045160
FBgn0038972,CG6462,FBab0045160
FBgn0039316,Grx1,FBab0045160
FBgn0004400,Asciz,FBab0045160
FBgn0032269,Argp,FBab0045160
FBgn0025388,mRpL38,FBab0045160
FBgn0031118,CG3306,FBab0045160
FBgn0035283,Rab2,FBab0045160
FBgn0031930,lncRNA:CR43684,FBab0045160
FBgn0033543,UQCR-11,FBab0045160
FBgn0030655,CG14669,FBab0045160
FBgn0036396,CG11523,FBab0045160
FBgn0030215,CG43192,FBab0045160
FBgn0036593,Cpr49Ac,FBab0045160
FBgn0039439,NC2alpha,FBab0045160
FBgn0035522,GstT3,FBab0045160
FBgn0267045,Zaf1,FBab0045160
FBgn0037908,Xrcc2,FBab0045160
FBgn0003731,Ncoa6,FBab0045160
FBgn0032127,CG3092,FBab0045160
FBgn0267638,santa-maria,FBab0045160
FBgn0031871,CG10469,FBab0045160
FBgn0267607,asRNA:CR44976,FBab0045160
FBgn0266933,Fife,FBab0045160
FBgn0010395,CG4306,FBab0045160
FBgn0266667,CG11892,FBab0045160
FBgn0020307,ND-24L,FBab0045160
FBgn0267025,CG42671,FBab0045160
FBgn0035028,Hmu,FBab0045160
FBgn0037490,Gls,FBab0045160
FBgn0263443,CG45002,FBab0045160
FBgn0033952,CG3777,FBab0045160
FBgn0000330,Exd2,FBab0045160
FBgn0038013,Ufd4,FBab0045160
FBgn0037826,TpnC47D,FBab0045160
FBgn0031895,lncRNA:CR44736,FBab0045160
FBgn0265931,lncRNA:CR44171,FBab0045160
FBgn0010591,Dcp-1,FBab0045166
FBgn0086898,asRNA:CR46255,FBab0045166
FBgn0036208,Obp56i,FBab0045166
FBgn0040996,asRNA:CR45802,FBab0045166
FBgn0022702,mRpL3,FBab0045166
FBgn0267009,Dlat,FBab0045166
FBgn0264506,QC,FBab0045166
FBgn0031061,CG9302,FBab0045166
FBgn0052985,CG6739,FBab0045166
FBgn0035312,alpha4GT2,FBab0045166
FBgn0266772,sug,FBab0045166
FBgn0050197,CG12290,FBab0045166
FBgn0000370,mir-4967,FBab0045166
FBgn0015946,5SrRNA:CR33439,FBab0045166
FBgn0053929,CG31347,FBab0045166
FBgn0265717,HP6,FBab0045166
FBgn0029879,lncRNA:CR45689,FBab0045166
FBgn0037670,CG44038,FBab0045166
FBgn0036715,CG10132,FBab0045166
FBgn0034665,CG13606,FBab0045166
FBgn0030411,Rbm13,FBab0045166
FBgn0013954,lncRNA:CR45914,FBab0045166
FBgn0034196,CG33630,FBab0045166
FBgn0004592,Prosalpha3T,FBab0045166
FBgn0263214,lncRNA:CR44694,FBab0045166
FBgn0265046,CG31808,FBab0045166
FBgn0036727,snRNA:U4:38AB,FBab0045166
FBgn0029514,Eip74EF,FBab0045166
FBgn0032702,asRNA:CR44998,FBab0045166
FBgn0015239,asRNA:CR46082,FBab0045166
FBgn0035111,lncRNA:CR44696,FBab0045166
FBgn0028509,CG7300,FBab0045166
FBgn0051559,CG43931,FBab0045166
FBgn0266970,CG46321,FBab0045166
FBgn0022935,mrva,FBab0045166
FBgn0030410,Mob2,FBab0045166
FBgn0003464,kumpel,FBab0045166
FBgn0011869,CG7896,FBab0045166
FBgn0265947,psq,FBab0045166
FBgn0033232,dpy,FBab0045166
FBgn0034118,CG17002,FBab0045166
FBgn0083969,RabX2,FBab0045166
FBgn0039508,CG5693,FBab0045166
FBgn0029669,Poc1,FBab0045166
FBgn0040890,CG4186,FBab0045166
FBgn0031855,CG42788,FBab0045166
FBgn0033529,lncRNA:CR45753,FBab0045166
FBgn0036652,asRNA:CR45604,FBab0045166
FBgn0040388,CG43922,FBab0045166
FBgn0031434,mus201,FBab0045166
FBgn0063498,CG31300,FBab0045166
FBgn0267694,CG34444,FBab0045166
FBgn0266879,scaRNA:MeU5-C46,FBab0045166
FBgn0010620,aop,FBab0045166
FBgn0030938,Rbf,FBab0045166
FBgn0266072,Sfp87B,FBab0045166
FBgn0263019,Nep4,FBab0045166
FBgn0053359,Cpr5C,FBab0045166
FBgn0002440,Syx18,FBab0045166
FBgn0265711,lncRNA:CR44648,FBab0045166
FBgn0032362,CG14132,FBab0045166
FBgn0029697,CG9733,FBab0045544
FBgn0085206,CG7290,FBab0045544
FBgn0250848,snoRNA:Psi18S-841a,FBab0045544
FBgn0266961,lncRNA:CR30009,FBab0045544
FBgn0031776,Arfrp1,FBab0045544
FBgn0031700,asRNA:CR46471,FBab0045544
FBgn0034921,CG11699,FBab0045544
FBgn0039214,Nup98-96,FBab0045544
FBgn0029810,Ror,FBab0045544
FBgn0266893,Osi21,FBab0045544
FBgn0036023,Klp68D,FBab0045544
FBgn0038294,CG13384,FBab0045544
FBgn0261053,GNBP3,FBab0045544
FBgn0033572,CG13937,FBab0045544
FBgn0033124,CG30156,FBab0045544
FBgn0264945,Syt14,FBab0045544
FBgn0038157,Galk,FBab0045544
FBgn0286930,CG31115,FBab0045544
FBgn0002531,ClpP,FBab0045544
FBgn0020638,asRNA:CR45926,FBab0045544
FBgn0264395,CG6421,FBab0045544
FBgn0035667,lncRNA:CR45438,FBab0045544
FBgn0000567,SmD1,FBab0045544
FBgn0053832,Ir48a,FBab0045544
FBgn0038593,CG14277,FBab0045544
FBgn0021967,snoRNA:CD53a,FBab0045544
FBgn0013305,sncRNA:430l,FBab0045544
FBgn0030306,lncRNA:CR45310,FBab0045544
FBgn0263558,His2B:CG33872,FBab0045544
FBgn0264350,Srpk79D,FBab0045544
FBgn0035392,clumsy,FBab0045544
FBgn0039835,Etfb,FBab0045544
FBgn0028688,lncRNA:CR32658,FBab0045544
FBgn0264893,dmpd,FBab0045544
FBgn0011895,Dpy-30L1,FBab0045544
FBgn0000535,Prosap,FBab0045544
FBgn0030412,CG17572,FBab0045544
FBgn0052823,lncRNA:CR44408,FBab0045544
FBgn0036462,Upf3,FBab0045544
FBgn0267241,Polr3A,FBab0045544
FBgn0010241,mdlc,FBab0045544
FBgn0025700,Men-b,FBab0045544
FBgn0033453,mora,FBab0045544
FBgn0263976,spir,FBab0045544
FBgn0030085,lncRNA:CR44978,FBab0045544
FBgn0260430,Mid1,FBab0045544
FBgn0034187,Grx3,FBab0045544
FBgn0038745,CG17105,FBab0045544
FBgn0040281,cin,FBab0045544
FBgn0032971,CG31482,FBab0045544
FBgn0023521,CG10352,FBab0045544
FBgn0053988,CG31659,FBab0045544
FBgn0031270,mio,FBab0045544
FBgn0064237,CG10910,FBab0045544
FBgn0052198,Pld,FBab0045544
FBgn0267944,knk,FBab0045544
FBgn0031896,mir-962,FBab0045544
FBgn0266720,lncRNA:CR43827,FBab0045544
FBgn0026388,His-Psi:CR33805,FBab0045544
FBgn0036139,asRNA:CR44982,FBab0045544
