"","FBgn","Symbol","CG","ensembl","Moderate","Strong","Repress","Lethal","Enhancer","No.Effect"
"FBgn0267183","FBgn0267183","asRNA:CR45623","CR45623","19835079",0,0,0,0,0,1
"FBgn0031878","FBgn0031878","sip2","CG9188","33979",0,0,0,0,0,1
"FBgn0001301","FBgn0001301","kel","CG7210","35084",0,1,1,0,0,1
"FBgn0286567","FBgn0286567","gry","CG17569","38391",0,0,0,0,0,1
"FBgn0262187","FBgn0262187","mir-970","CR42894","12797972",0,0,0,0,0,1
"FBgn0036173","FBgn0036173","CG7394","CG7394","39294",1,0,1,0,0,1
"FBgn0261509","FBgn0261509","haf","CG14351","33339",0,0,0,0,0,1
"FBgn0034928","FBgn0034928","CG13562","CG13562","37797",0,0,0,0,0,1
"FBgn0032135","FBgn0032135","GlcAT-S","CG3881","34282",0,0,0,0,0,1
"FBgn0035439","FBgn0035439","CG14961","CG14961","38414",0,0,0,0,0,1
"FBgn0063385","FBgn0063385","snoRNA:Me28S-A3407a","CR32888","3772268",0,0,0,0,0,1
"FBgn0032483","FBgn0032483","CG15482","CG15482","34717",1,0,1,0,0,1
"FBgn0029752","FBgn0029752","TrxT","CG3315","31443",0,0,0,0,0,1
"FBgn0266246","FBgn0266246","lncRNA:CR44941","CR44941","19835947",0,0,0,0,0,1
"FBgn0027617","FBgn0027617","CG5808","CG5808","42957",0,0,0,0,0,1
"FBgn0025639","FBgn0025639","Hmt4-20","CG13363","31015",0,1,1,0,0,1
"FBgn0011576","FBgn0011576","Cyp4d2","CG3466","31192",0,0,0,0,0,1
"FBgn0016984","FBgn0016984","sktl","CG9985","37356",1,0,1,0,0,1
"FBgn0039286","FBgn0039286","dan","CG11849","43023",0,1,1,0,0,1
"FBgn0043043","FBgn0043043","Desat2","CG5925","41536",0,1,1,0,0,1
"FBgn0087013","FBgn0087013","Karybeta3","CG1059","40581",0,0,0,0,0,1
"FBgn0265141","FBgn0265141","Ir47b","CR44210","14462576",0,0,0,0,0,1
"FBgn0266025","FBgn0266025","lncRNA:CR44790","CR44790","19836148",1,1,1,0,0,1
"FBgn0038654","FBgn0038654","CG14298","CG14298","42259",0,0,0,0,0,1
"FBgn0035585","FBgn0035585","ATPsynCF6L","CG12027","38592",0,1,1,0,0,1
"FBgn0265720","FBgn0265720","lncRNA:CR44527","CR44527","19834815",0,1,1,0,0,1
"FBgn0033902","FBgn0033902","eIF3m","CG8309","36565",0,0,0,0,0,1
"FBgn0037263","FBgn0037263","slx1","CG18271","40578",0,0,0,0,0,1
"FBgn0034894","FBgn0034894","sigmar","CG4091","37751",0,0,0,0,0,1
"FBgn0030509","FBgn0030509","CG11162","CG11162","32325",0,0,0,0,0,1
"FBgn0028416","FBgn0028416","Met75Ca","CG32197","44482",0,0,0,0,0,1
"FBgn0267743","FBgn0267743","asRNA:CR46074","CR46074","26067391",0,1,1,0,0,1
"FBgn0000326","FBgn0000326","clt","CG9858","117300",0,0,0,0,0,1
"FBgn0034141","FBgn0034141","CG8311","CG8311","36856",0,0,0,0,0,1
"FBgn0030310","FBgn0030310","PGRP-SA","CG11709","32099",0,0,0,0,0,1
"FBgn0039673","FBgn0039673","CG7568","CG7568","43482",0,0,0,0,0,1
"FBgn0265870","FBgn0265870","CR44659","CR44659","19835602",0,0,0,0,0,1
"FBgn0265849","FBgn0265849","lncRNA:CR44638","CR44638","19835545",0,0,0,0,1,1
"FBgn0037126","FBgn0037126","CG14567","CG14567","40420",0,1,1,0,1,1
"FBgn0031708","FBgn0031708","CG7382","CG7382","33772",0,0,0,0,0,1
"FBgn0051988","FBgn0051988","CG31988","CG31988","326182",0,0,0,0,0,1
"FBgn0033813","FBgn0033813","fsd","CG12765","36463",0,0,0,0,0,1
"FBgn0038360","FBgn0038360","CG9590","CG9590","41907",0,0,0,0,0,1
"FBgn0039742","FBgn0039742","CG15528","CG15528","43575",0,0,0,0,0,1
"FBgn0024352","FBgn0024352","Stip1","CG2720","33202",0,0,0,0,0,1
"FBgn0083044","FBgn0083044","snoRNA:Psi18S-1397","CR34637","5740683",0,0,0,0,1,1
"FBgn0013746","FBgn0013746","alien","CG9556","34225",1,0,1,0,0,1
"FBgn0265106","FBgn0265106","lncRNA:CR44208","CR44208","14462574",0,0,0,0,0,1
"FBgn0026432","FBgn0026432","Grip163","CG5688","39365",0,1,1,0,0,1
"FBgn0036757","FBgn0036757","Ir75a","CG14585","39982",0,0,0,0,1,1
"FBgn0039730","FBgn0039730","CG7903","CG7903","43554",0,0,0,0,0,1
"FBgn0032940","FBgn0032940","Mondo","CG18362","35402",1,0,1,0,0,1
"FBgn0041231","FBgn0041231","Gr68a","CG7303","39324",1,1,1,0,0,1
"FBgn0085232","FBgn0085232","CG34203","CG34203","5740243",0,0,0,0,0,1
"FBgn0015025","FBgn0015025","CkIIalpha-i1","CG6215","39721",0,0,0,0,0,1
"FBgn0267082","FBgn0267082","lncRNA:CR45526","CR45526","19835254",0,1,1,0,0,1
"FBgn0032636","FBgn0032636","CG5043","CG5043","35046",0,0,0,0,0,1
"FBgn0038629","FBgn0038629","CG14304","CG14304","42232",0,0,0,0,0,1
"FBgn0031799","FBgn0031799","Pez","CG9493","33882",0,0,0,0,0,1
"FBgn0265591","FBgn0265591","lncRNA:CR44418","CR44418","19835040",0,0,0,0,0,1
"FBgn0010078","FBgn0010078","RpL23","CG3661","37628",0,0,0,0,0,1
"FBgn0051414","FBgn0051414","Gba1b","CG31414","318721",0,0,0,0,0,1
"FBgn0050394","FBgn0050394","CG30394","CG30394","37437",0,0,0,0,0,1
"FBgn0013762","FBgn0013762","Cdk5","CG8203","36727",1,0,1,0,0,1
"FBgn0039498","FBgn0039498","CG17991","CG17991","43279",0,0,0,0,0,1
"FBgn0287586","FBgn0287586","CG46456","CG46456","54520448",0,1,1,0,0,1
"FBgn0038150","FBgn0038150","yellow-e3","CG17045","41651",0,1,1,0,0,1
"FBgn0036327","FBgn0036327","CG10748","CG10748","39469",0,0,0,0,0,1
"FBgn0040842","FBgn0040842","CG15212","CG15212","50315",0,1,1,0,0,1
"FBgn0035020","FBgn0035020","CG13585","CG13585","37918",0,0,0,0,0,1
"FBgn0034459","FBgn0034459","TTLL6A","CG16716","37253",0,0,0,0,0,1
"FBgn0265708","FBgn0265708","lncRNA:CR44515","CR44515","19835049",0,0,0,0,0,1
"FBgn0032493","FBgn0032493","Mabi","CG15479","34727",1,0,1,0,0,1
"FBgn0033739","FBgn0033739","Dyb","CG8529","36362",0,0,0,0,1,1
"FBgn0033569","FBgn0033569","CG12942","CG12942","36158",0,0,0,0,0,1
"FBgn0265869","FBgn0265869","lncRNA:CR44658","CR44658","19835621",0,0,0,0,0,1
"FBgn0086029","FBgn0086029","snoRNA:Me18S-A1597","CR34658","5740670",0,0,0,0,0,1
"FBgn0035607","FBgn0035607","CG4835","CG4835","38619",0,0,0,0,0,1
"FBgn0051882","FBgn0051882","CG31882","CG31882","319000",0,0,0,0,0,1
"FBgn0040357","FBgn0040357","CG14624","CG14624","31068",0,0,0,0,0,1
"FBgn0037878","FBgn0037878","CG6693","CG6693","41346",0,0,0,0,1,1
"FBgn0028583","FBgn0028583","lcs","CG12794","33120",1,0,1,0,0,1
"FBgn0086605","FBgn0086605","CG9853","CG9853","40557",0,0,0,0,0,1
"FBgn0015543","FBgn0015543","snoRNA:Me28S-A1322","CR32905","3772621",0,0,0,0,0,1
"FBgn0085219","FBgn0085219","CG34190","CG34190","5740440",0,0,0,0,0,1
"FBgn0267171","FBgn0267171","asRNA:CR45611","CR45611","19835338",1,0,1,0,0,1
"FBgn0260870","FBgn0260870","CG42580","CG42580","8673961",0,0,0,0,0,1
"FBgn0038659","FBgn0038659","EndoA","CG14296","42265",0,0,0,0,0,1
"FBgn0051415","FBgn0051415","CG31415","CG31415","318722",0,1,1,0,0,1
"FBgn0016974","FBgn0016974","swaΨ","FBgn0016974","FBgn0016974",0,0,0,0,1,1
"FBgn0028523","FBgn0028523","CG5888","CG5888","34980",1,0,1,0,0,1
"FBgn0025839","FBgn0025839","ND-B14.5A","CG3621","31190",0,0,0,0,0,1
"FBgn0267629","FBgn0267629","lncRNA:CR45967","CR45967","26067294",0,0,0,0,0,1
"FBgn0014010","FBgn0014010","Rab5","CG3664","33418",0,0,0,0,0,1
"FBgn0262335","FBgn0262335","mir-2492","CR43042","12797961",0,0,0,0,0,1
"FBgn0039008","FBgn0039008","CG6972","CG6972","42684",0,0,0,0,0,1
"FBgn0261588","FBgn0261588","pdm3","CG42698","35813",1,0,1,0,0,1
"FBgn0051030","FBgn0051030","CG31030","CG31030","318563",0,0,0,0,0,1
"FBgn0260468","FBgn0260468","CG7950","CG7950","43579",0,0,0,0,0,1
"FBgn0262396","FBgn0262396","mir-314","CR42933","12798205",1,1,1,0,0,1
"FBgn0262714","FBgn0262714","Sap130","CG11006","39455",0,0,0,0,0,1
"FBgn0286728","FBgn0286728","snoRNA:Or-CD13","CR46370","39877412",0,1,1,0,0,1
"FBgn0010612","FBgn0010612","ATPsynG","CG6105","46069",0,0,0,0,0,1
"FBgn0038422","FBgn0038422","CG14880","CG14880","41986",0,0,0,0,1,1
"FBgn0029714","FBgn0029714","CG3527","CG3527","31387",0,0,0,0,1,1
"FBgn0030631","FBgn0030631","CG6227","CG6227","32464",0,0,0,0,0,1
"FBgn0031060","FBgn0031060","CG14231","CG14231","32982",0,0,0,0,0,1
"FBgn0052371","FBgn0052371","CG32371","CG32371","317999",1,0,1,0,0,1
"FBgn0034551","FBgn0034551","CG15225","CG15225","37354",1,0,1,0,0,1
"FBgn0022213","FBgn0022213","Cse1","CG13281","35016",0,0,0,0,0,1
"FBgn0264342","FBgn0264342","CG43798","CG43798","14462699",1,0,1,0,0,1
"FBgn0264542","FBgn0264542","hwt","CG43921","32202",0,0,0,0,0,1
"FBgn0040281","FBgn0040281","Aplip1","CG1200","53472",0,1,1,0,0,1
"FBgn0287423","FBgn0287423","Nplp2","CG11051","50286",0,0,0,0,0,1
"FBgn0266931","FBgn0266931","lncRNA:CR45382","CR45382","19835382",0,0,0,0,0,1
"FBgn0040687","FBgn0040687","CG14645","CG14645","50160",0,0,0,0,0,1
"FBgn0034946","FBgn0034946","CG3065","CG3065","37818",0,0,0,0,0,1
"FBgn0040079","FBgn0040079","pkaap","CG4132","34957",1,0,1,0,0,1
"FBgn0034272","FBgn0034272","Ir54a","CG14487","37022",0,0,0,0,0,1
"FBgn0053234","FBgn0053234","CG33234","CG33234","2769006",0,0,0,0,1,1
"FBgn0031410","FBgn0031410","CG17237","CG17237","33411",0,0,0,0,0,1
"FBgn0051055","FBgn0051055","CG31055","CG31055","318574",0,0,0,0,0,1
"FBgn0052373","FBgn0052373","CG32373","CG32373","318000",1,0,1,0,0,1
"FBgn0263510","FBgn0263510","nclb","CG6751","36150",0,0,0,0,0,1
"FBgn0064225","FBgn0064225","RpL5","CG17489","3355124",0,0,0,0,0,1
"FBgn0038674","FBgn0038674","CG14285","CG14285","42281",0,0,0,0,0,1
"FBgn0033834","FBgn0033834","CG4744","CG4744","36485",0,0,0,0,0,1
"FBgn0025676","FBgn0025676","CkIIalpha-i3","CG3217","38088",0,1,1,0,0,1
"FBgn0053124","FBgn0053124","CG33124","CG33124","318891",1,0,1,0,0,1
"FBgn0031440","FBgn0031440","CG15395","CG15395","33447",1,1,1,0,0,1
"FBgn0036504","FBgn0036504","yellow-k","CG7463","39678",0,1,1,0,0,1
"FBgn0037842","FBgn0037842","CG6567","CG6567","41304",0,0,0,0,1,1
"FBgn0011950","FBgn0011950","tRNA:Arg-TCG-3-3","CR32619","3772584",0,0,0,0,0,1
"FBgn0011761","FBgn0011761","dhd","CG4193","31444",0,0,0,0,0,1
"FBgn0036819","FBgn0036819","Dysb","CG6856","40052",0,0,0,0,0,1
"FBgn0267530","FBgn0267530","asRNA:CR45870","CR45870","26067198",0,0,0,0,0,1
"FBgn0034005","FBgn0034005","ItgaPS4","CG16827","36693",0,0,0,0,0,1
"FBgn0039079","FBgn0039079","Ir94g","CG17381","42768",1,0,1,0,0,1
"FBgn0031961","FBgn0031961","CG7102","CG7102","34079",0,0,0,0,0,1
"FBgn0035543","FBgn0035543","CG15020","CG15020","38544",0,0,0,0,0,1
"FBgn0039147","FBgn0039147","CG10694","CG10694","42855",0,1,1,0,0,1
"FBgn0037715","FBgn0037715","CG9399","CG9399","41157",0,0,0,0,0,1
"FBgn0045442","FBgn0045442","mthl12","CG32853","261599",0,1,1,0,1,1
"FBgn0002901","FBgn0002901","mus304","CG7347","40003",0,0,0,0,1,1
"FBgn0039562","FBgn0039562","Gp93","CG5520","43354",0,0,0,0,0,1
"FBgn0266566","FBgn0266566","CG45105","CG45105","41932",0,0,0,0,0,1
"FBgn0003527","FBgn0003527","stil","CG8592","36380",0,0,0,0,0,1
"FBgn0040684","FBgn0040684","CG12589","CG12589","50157",0,0,0,0,0,1
"FBgn0003378","FBgn0003378","Sgs8","CG6132","39285",1,0,1,0,0,1
"FBgn0040011","FBgn0040011","Slmap","CG17494","3355127",0,0,0,0,0,1
"FBgn0036289","FBgn0036289","CG10657","CG10657","39423",0,0,0,0,0,1
"FBgn0026575","FBgn0026575","hang","CG32575","32613",0,0,0,0,0,1
"FBgn0031816","FBgn0031816","Rchy1","CG16947","33901",0,0,0,0,0,1
"FBgn0040253","FBgn0040253","Ugt35E1","CG17200","53504",0,0,0,0,1,1
"FBgn0033608","FBgn0033608","CG13220","CG13220","36200",0,0,0,0,0,1
"FBgn0037038","FBgn0037038","CG11037","CG11037","40317",0,0,0,0,0,1
"FBgn0032050","FBgn0032050","CG13096","CG13096","34183",0,0,0,0,0,1
"FBgn0260435","FBgn0260435","CR42530","CR42530","8674040",0,0,0,0,0,1
"FBgn0039666","FBgn0039666","Diedel","CG11501","43474",0,0,0,0,0,1
"FBgn0266655","FBgn0266655","asRNA:CR45162","CR45162","19836254",0,0,0,0,0,1
"FBgn0263478","FBgn0263478","snoRNA:Edc3-a","CR43593","12797924",0,0,0,0,1,1
"FBgn0085291","FBgn0085291","CR34262","CR34262","5740257",0,0,0,0,0,1
"FBgn0034013","FBgn0034013","unc-5","CG8166","36703",0,0,0,0,0,1
"FBgn0267243","FBgn0267243","asRNA:CR45683","CR45683","19835328",0,0,0,0,0,1
"FBgn0267535","FBgn0267535","asRNA:CR45875","CR45875","26067203",0,0,0,0,1,1
"FBgn0267163","FBgn0267163","CG45603","CG45603","19835642",0,0,0,0,0,1
"FBgn0267311","FBgn0267311","lncRNA:CR45747","CR45747","19835121",0,1,1,0,0,1
"FBgn0266626","FBgn0266626","asRNA:CR45133","CR45133","19835075",0,1,1,0,0,1
"FBgn0051262","FBgn0051262","CG31262","CG31262","318649",0,0,0,0,0,1
"FBgn0286884","FBgn0286884","CR46406","CR46406","54520474",0,0,0,0,1,1
"FBgn0031697","FBgn0031697","CG14024","CG14024","33760",1,0,1,0,0,1
"FBgn0040394","FBgn0040394","CG16903","CG16903","31178",0,0,0,0,0,1
"FBgn0053988","FBgn0053988","Mid1","CG33988","37953",0,0,0,0,0,1
"FBgn0031417","FBgn0031417","CG3597","CG3597","33420",0,0,0,0,0,1
"FBgn0261529","FBgn0261529","ms(2)34Fe","CG15287","34833",0,0,0,0,0,1
"FBgn0035189","FBgn0035189","CG9119","CG9119","38124",0,1,1,0,0,1
"FBgn0041240","FBgn0041240","Gr57a","CG13441","37347",0,0,0,0,0,1
"FBgn0085453","FBgn0085453","Mthfs","CG34424","37699",0,0,0,0,0,1
"FBgn0013277","FBgn0013277","Hsp70Ba","CG31449","44921",0,1,1,0,0,1
"FBgn0267285","FBgn0267285","lncRNA:CR45721","CR45721","19835562",0,1,1,0,0,1
"FBgn0285991","FBgn0285991","hpRNA:CR18854","CR18854","10178800",1,0,1,0,0,1
"FBgn0039040","FBgn0039040","CG13833","CG13833","42718",0,0,0,0,0,1
"FBgn0030246","FBgn0030246","CG1582","CG1582","32021",0,0,0,0,0,1
"FBgn0267982","FBgn0267982","lncRNA:CR46249","CR46249","26067559",0,0,0,0,0,1
"FBgn0266414","FBgn0266414","lncRNA:CR45054","CR45054","19835480",0,0,0,0,1,1
"FBgn0032230","FBgn0032230","lft","CG13139","34405",0,1,1,0,0,1
"FBgn0033884","FBgn0033884","CG13344","CG13344","36541",0,0,0,0,0,1
"FBgn0034266","FBgn0034266","CG4975","CG4975","37016",0,0,0,0,0,1
"FBgn0035014","FBgn0035014","CG13581","CG13581","37911",0,0,0,0,0,1
"FBgn0024689","FBgn0024689","fws","CG6549","35054",0,0,0,0,0,1
"FBgn0033594","FBgn0033594","CG13226","CG13226","36184",0,0,0,0,0,1
"FBgn0037487","FBgn0037487","thw","CG14608","40868",0,0,0,0,0,1
"FBgn0035164","FBgn0035164","CG13901","CG13901","38095",0,1,1,0,0,1
"FBgn0267143","FBgn0267143","lncRNA:CR45583","CR45583","19835334",0,0,0,0,0,1
"FBgn0264384","FBgn0264384","lncRNA:CR43836","CR43836","14462390",0,0,0,0,0,1
"FBgn0001089","FBgn0001089","Gal","CG9092","33839",0,0,0,0,0,1
"FBgn0053993","FBgn0053993","CG33993","CG33993","3885637",0,0,0,0,0,1
"FBgn0005658","FBgn0005658","Ets65A","CG7018","38700",0,0,0,0,0,1
"FBgn0000152","FBgn0000152","Axs","CG9703","32645",1,0,1,0,0,1
"FBgn0032618","FBgn0032618","CG31743","CG31743","326156",0,0,0,0,0,1
"FBgn0261991","FBgn0261991","CG42809","CG42809","10178894",0,0,0,0,0,1
"FBgn0039048","FBgn0039048","CG17111","CG17111","42727",0,0,0,0,0,1
"FBgn0031208","FBgn0031208","CR11023","CR11023","33155",0,0,0,0,0,1
"FBgn0051679","FBgn0051679","Tengl3","CG31679","33404",1,0,1,0,0,1
"FBgn0037520","FBgn0037520","CG18268","CG18268","40923",0,0,0,0,0,1
"FBgn0023495","FBgn0023495","Lip3","CG8823","41643",0,1,1,0,0,1
"FBgn0266330","FBgn0266330","asRNA:CR44995","CR44995","19834991",0,0,0,0,0,1
"FBgn0011848","FBgn0011848","tRNA:Glu-TTC-1-6","CR30453","3772441",0,0,0,0,0,1
"FBgn0034105","FBgn0034105","CG7755","CG7755","36816",0,1,1,0,0,1
"FBgn0015801","FBgn0015801","Reg-5","CG2928","37968",0,0,0,0,0,1
"FBgn0032513","FBgn0032513","CG6565","CG6565","34749",0,0,0,0,0,1
"FBgn0051300","FBgn0051300","CG31300","CG31300","326132",0,1,1,0,0,1
"FBgn0034001","FBgn0034001","mRpL41","CG12954","36688",0,0,0,0,0,1
"FBgn0262182","FBgn0262182","mir-957","CR42889","12798462",0,0,0,0,0,1
"FBgn0051363","FBgn0051363","Jupiter","CG31363","41392",0,0,0,0,1,1
"FBgn0001224","FBgn0001224","Hsp23","CG4463","39077",0,1,1,0,0,1
"FBgn0053394","FBgn0053394","5SrRNA:CR33394","CR33394","3772115",0,0,0,0,0,1
"FBgn0036035","FBgn0036035","CG18178","CG18178","39138",0,0,0,0,0,1
"FBgn0286869","FBgn0286869","lncRNA:CR46391","CR46391","54520465",0,0,0,0,0,1
"FBgn0053783","FBgn0053783","CG33783","CG33783","3771958",0,0,0,0,1,1
"FBgn0085341","FBgn0085341","CG34312","CG34312","5740793",0,0,0,0,0,1
"FBgn0035570","FBgn0035570","CG13712","CG13712","38574",0,1,1,0,0,1
"FBgn0034507","FBgn0034507","CG11192","CG11192","37309",0,0,0,0,1,1
"FBgn0262141","FBgn0262141","CG42867","CG42867","10178781",0,0,0,0,0,1
"FBgn0283461","FBgn0283461","Drs","CG10810","38419",0,0,0,0,0,1
"FBgn0027616","FBgn0027616","Ythdc1","CG12076","38420",0,0,0,0,0,1
"FBgn0026592","FBgn0026592","Fie","CG1079","38452",0,0,0,0,1,1
"FBgn0051288","FBgn0051288","CG31288","CG31288","318664",0,0,0,0,0,1
"FBgn0262685","FBgn0262685","CG43155","CG43155","32092",0,0,0,0,0,1
"FBgn0262822","FBgn0262822","lncRNA:CR43193","CR43193","26067103",0,0,0,0,0,1
"FBgn0034795","FBgn0034795","MED23","CG3695","37639",0,0,0,0,0,1
"FBgn0086049","FBgn0086049","snoRNA:Me28S-U3344a","CR34678","5740538",1,0,1,0,0,1
"FBgn0038492","FBgn0038492","Mur89F","CG4090","42080",0,0,0,0,0,1
"FBgn0259991","FBgn0259991","CG42488","CG42488","8674037",0,0,0,0,0,1
"FBgn0263470","FBgn0263470","snoRNA:Tudor-SN-a","CR43585","12798543",0,1,1,0,0,1
"FBgn0016697","FBgn0016697","Prosalpha5","CG10938","36951",0,1,1,0,0,1
"FBgn0051473","FBgn0051473","CG31473","CG31473","318753",0,0,0,0,0,1
"FBgn0034117","FBgn0034117","CG7997","CG7997","36829",0,1,1,0,1,1
"FBgn0000636","FBgn0000636","Fas3","CG5803","35097",0,0,0,0,0,1
"FBgn0051682","FBgn0051682","Tengl1","CG31682","318883",1,0,1,0,0,1
"FBgn0039315","FBgn0039315","CG13658","CG13658","43055",0,1,1,0,0,1
"FBgn0011723","FBgn0011723","byn","CG7260","39349",0,1,1,0,0,1
"FBgn0031771","FBgn0031771","ND-51","CG9140","33852",0,0,0,0,0,1
"FBgn0037138","FBgn0037138","P5CDh1","CG7145","40434",0,1,1,0,0,1
"FBgn0046875","FBgn0046875","Obp83g","CG31558","170878",0,0,0,0,1,1
"FBgn0031914","FBgn0031914","CG5973","CG5973","34023",0,0,0,0,0,1
"FBgn0032898","FBgn0032898","CR9337","CR9337","3885658",0,0,0,0,0,1
"FBgn0039325","FBgn0039325","CG10560","CG10560","43065",0,0,0,0,0,1
"FBgn0038626","FBgn0038626","CG7691","CG7691","42228",0,0,0,0,0,1
"FBgn0264488","FBgn0264488","CG43896","CG43896","39360",0,1,1,0,0,1
"FBgn0034091","FBgn0034091","mrj","CG8448","36797",0,1,1,0,0,1
"FBgn0035626","FBgn0035626","lin-28","CG17334","38639",0,0,0,0,1,1
"FBgn0037700","FBgn0037700","CG8149","CG8149","41137",0,0,0,0,0,1
"FBgn0034834","FBgn0034834","LS2","CG3162","37681",0,0,0,0,0,1
"FBgn0000078","FBgn0000078","Amy-d","CG17876","36932",0,0,0,0,0,1
"FBgn0052271","FBgn0052271","CG32271","CG32271","38392",0,0,0,0,0,1
"FBgn0029603","FBgn0029603","CG14053","CG14053","31197",0,0,0,0,0,1
"FBgn0039114","FBgn0039114","Lsd-1","CG10374","42810",0,0,0,0,0,1
"FBgn0287454","FBgn0287454","Pa1","CG11750","32079",0,0,0,0,0,1
"FBgn0037619","FBgn0037619","CG8159","CG8159","41040",0,0,0,0,0,1
"FBgn0267849","FBgn0267849","Syx7","CG5081","36173",0,0,0,0,1,1
"FBgn0267581","FBgn0267581","lncRNA:CR45921","CR45921","26067249",0,0,0,0,1,1
"FBgn0051823","FBgn0051823","CG31823","CG31823","326163",0,0,0,0,0,1
"FBgn0262448","FBgn0262448","mir-279","CR43015","12798294",0,0,0,0,0,1
"FBgn0265855","FBgn0265855","lncRNA:CR44644","CR44644","19835518",0,0,0,0,1,1
"FBgn0034725","FBgn0034725","CG6044","CG6044","37558",0,0,0,0,1,1
"FBgn0259152","FBgn0259152","Clbn","CG11847","43018",0,1,1,0,0,1
"FBgn0040609","FBgn0040609","CG3348","CG3348","50082",0,0,0,0,0,1
"FBgn0038354","FBgn0038354","CG5404","CG5404","41901",0,0,0,0,0,1
"FBgn0261686","FBgn0261686","CG42733","CG42733","36093",0,0,0,0,0,1
"FBgn0039006","FBgn0039006","Cyp6d4","CG12800","42682",0,0,0,0,0,1
"FBgn0031670","FBgn0031670","SelT","CG3887","33725",1,0,1,0,0,1
"FBgn0001078","FBgn0001078","ftz-f1","CG4059","40045",0,0,0,0,0,1
"FBgn0265039","FBgn0265039","lncRNA:CR44156","CR44156","14462432",0,0,0,0,0,1
"FBgn0033508","FBgn0033508","Obp46a","CG12905","36088",0,0,0,0,0,1
"FBgn0004573","FBgn0004573","5-HT7","CG12073","43669",0,0,0,0,1,1
"FBgn0011956","FBgn0011956","tRNA:Arg-ACG-1-3","CR30314","3772020",0,0,0,0,0,1
"FBgn0283658","FBgn0283658","muc","CG5261","34021",0,0,0,0,0,1
"FBgn0033640","FBgn0033640","CG13198","CG13198","36245",0,0,0,0,0,1
"FBgn0085245","FBgn0085245","CG34216","CG34216","5740103",1,0,1,0,0,1
"FBgn0267572","FBgn0267572","asRNA:CR45912","CR45912","26067240",0,0,0,0,0,1
"FBgn0058005","FBgn0058005","CR40005","CR40005","26067089",0,0,0,0,0,1
"FBgn0036239","FBgn0036239","Pop2","CG5684","39366",0,1,1,0,0,1
"FBgn0053143","FBgn0053143","CG33143","CG33143","37583",0,0,0,0,0,1
"FBgn0023167","FBgn0023167","SmD3","CG8427","36306",0,0,0,0,0,1
"FBgn0263661","FBgn0263661","lncRNA:CR43652","CR43652","14462854",0,0,0,0,0,1
"FBgn0267970","FBgn0267970","lncRNA:CR46248","CR46248","26067558",0,0,0,0,0,1
"FBgn0265648","FBgn0265648","lncRNA:CR44455","CR44455","19835069",0,0,0,0,0,1
"FBgn0052282","FBgn0052282","Drsl4","CG32282","317954",0,0,0,0,0,1
"FBgn0267306","FBgn0267306","lncRNA:CR45742","CR45742","19835771",0,1,1,0,0,1
"FBgn0263246","FBgn0263246","CG43389","CG43389","12798574",0,0,0,0,0,1
"FBgn0028895","FBgn0028895","CG17328","CG17328","34962",0,0,0,0,0,1
"FBgn0085468","FBgn0085468","ND-MWFE","CG34439","5740593",0,0,0,0,0,1
"FBgn0267917","FBgn0267917","lncRNA:CR46198","CR46198","26067509",0,1,1,0,0,1
"FBgn0012042","FBgn0012042","AttA","CG10146","36636",0,0,0,0,0,1
"FBgn0038291","FBgn0038291","CG3984","CG3984","41821",1,0,1,0,0,1
"FBgn0037085","FBgn0037085","Neu2","CG7204","40375",0,0,0,0,1,1
"FBgn0266789","FBgn0266789","lncRNA:CR45254","CR45254","19835242",0,0,0,0,0,1
"FBgn0035877","FBgn0035877","CG7083","CG7083","38943",0,0,0,0,1,1
"FBgn0262398","FBgn0262398","mir-124","CR42937","12797995",0,0,0,0,0,1
"FBgn0032221","FBgn0032221","Schip1","CG5375","34393",0,1,1,0,0,1
"FBgn0042213","FBgn0042213","CG18731","CG18731","59246",0,0,0,0,0,1
"FBgn0031715","FBgn0031715","tomb","CG14016","33779",1,0,1,0,0,1
"FBgn0051111","FBgn0051111","CG31111","CG31111","318595",0,1,1,0,0,1
"FBgn0263111","FBgn0263111","cac","CG43368","32158",0,0,0,0,0,1
"FBgn0263523","FBgn0263523","mir-4972","CR43508","12798548",1,0,1,0,0,1
"FBgn0036345","FBgn0036345","CG17300","CG17300","39489",0,0,0,0,0,1
"FBgn0033651","FBgn0033651","Ir48c","CG12444","36257",0,0,0,0,0,1
"FBgn0266232","FBgn0266232","lncRNA:CR44927","CR44927","19835462",0,0,0,0,1,1
"FBgn0262301","FBgn0262301","mir-979","CR43008","12798183",0,0,0,0,0,1
"FBgn0053096","FBgn0053096","CG33096","CG33096","326251",0,1,1,0,0,1
"FBgn0259937","FBgn0259937","Nop60B","CG3333","37873",0,0,0,0,0,1
"FBgn0037156","FBgn0037156","CG11523","CG11523","40458",0,0,0,0,0,1
"FBgn0051624","FBgn0051624","CG31624","CG31624","35393",0,0,0,0,0,1
"FBgn0002526","FBgn0002526","LanA","CG10236","38723",0,0,0,0,0,1
"FBgn0263271","FBgn0263271","CG43397","CG43397","12798394",0,0,0,0,0,1
"FBgn0032154","FBgn0032154","mtDNA-helicase","CG5924","34307",1,0,1,0,0,1
"FBgn0260967","FBgn0260967","CG42590","CG42590","8674107",0,0,0,0,0,1
"FBgn0050295","FBgn0050295","Ipk1","CG30295","37360",1,0,1,0,0,1
